,type,date,time,duration,distance,origin,destination,total_earning,base_fare,customer_fare,paid_to_driver,paid_to_uber,datetime,duration_dt,distance_km,origin_lat_lng,destination_lat_lng,fee,earning_pct,earning_base_fare_pct,traffic_benchmark,ted,bfd,cfd,pud,tei,bfi,cfi,pui,tedi,bfdi,cfdi,pudi
244,UberX,2023-11-21,14:20:00,24 min 58 sec,3.48 km,"Largo do Arouche, República - São Paulo - SP, 01219-011, BR","Rua José Paulino, Bom Retiro - São Paulo - SP, 01120-000, BR",15.41,12.57,23.98,15.41,8.57,2023-11-21 14:20:00,0 days 00:24:58,3.48,"[-23.540943, -46.6455335]","[-23.5292138, -46.6400182]",35.738115095913265,64.26188490408674,52.418682235196,7.174329501915708,0.617222963951936,0.5034712950600801,0.9604806408544727,0.3432576769025367,4.42816091954023,3.6120689655172415,6.890804597701149,2.46264367816092,0.17736292067584367,0.14467565950002303,0.27600018415358407,0.09863726347774043
245,Comfort,2023-11-21,12:53:00,1 hr 7 min,16.75 km,"Rua Doutor Albuquerque Lins, Santa Cecília - Sao Paulo - SP, 01230-001, BR","R. Dr. Albuquerque Lins, Santa Cecilia - São Paulo - SP, 01230-001, BR",53.88,53.36,64.72,53.88,10.84,2023-11-21 12:53:00,0 days 01:07:00,16.75,"[-23.5361056, -46.6569619]","[-23.5361056, -46.6569619]",16.749072929542645,83.25092707045737,82.44746600741657,4.0,0.804179104477612,0.7964179104477612,0.9659701492537314,0.1617910447761194,3.216716417910448,3.185671641791045,3.8638805970149255,0.6471641791044777,0.04801069280463355,0.04754733793717977,0.05766985965693918,0.009659166852305636
246,Comfort,2023-11-21,12:40:00,8 min 6 sec,1.95 km,"Rua Sabará, Consolação - São Paulo - SP, 01239-011, BR","R. São Vicente de Paulo, Santa Cecília - São Paulo - SP, 01229-010, BR",12.1,10.1,19.12,12.1,7.02,2023-11-21 12:40:00,0 days 00:08:06,1.95,"[-23.5456789, -46.654247]","[-23.537715, -46.6561531]",36.71548117154811,63.28451882845187,52.82426778242677,4.153846153846154,1.4938271604938271,1.2469135802469136,2.3604938271604943,0.8666666666666667,6.205128205128205,5.17948717948718,9.805128205128206,3.5999999999999996,0.766065210509655,0.6394428616650839,1.2105096549540997,0.4444444444444445
247,Comfort,2023-11-21,12:23:00,13 min 26 sec,4.21 km,"R. Oscar Freire, Pinheiros - São Paulo - SP, 05409-011, BR","Rua Sergipe, Consolação - São Paulo - SP, 01243-001, BR",15.14,15.14,25.24,15.14,10.1,2023-11-21 12:23:00,0 days 00:13:26,4.21,"[-23.5550954, -46.6757187]","[-23.5474736, -46.6589]",40.01584786053883,59.98415213946118,59.98415213946118,3.1908155186064926,1.1270471464019851,1.1270471464019851,1.8789081885856078,0.7518610421836228,3.5961995249406176,3.5961995249406176,5.9952494061757715,2.3990498812351544,0.26770716066555467,0.26770716066555467,0.44629648184931303,0.1785893211837584
248,UberX,2023-11-21,11:44:00,6 min 27 sec,2.15 km,"R. Caetés, Perdizes - São Paulo - SP, 05016-081, BR","Av. Dr. Arnaldo, Sumaré - São Paulo - SP, 01255-000, BR",8.36,8.36,13.93,8.36,5.57,2023-11-21 11:44:00,0 days 00:06:27,2.15,"[-23.539368, -46.6761233]","[-23.5487609, -46.680672]",39.985642498205316,60.01435750179468,60.01435750179468,3.0,1.2961240310077518,1.2961240310077518,2.15968992248062,0.8635658914728682,3.8883720930232557,3.8883720930232557,6.47906976744186,2.590697674418605,0.6028483865152334,0.6028483865152334,1.0045069406886606,0.4016585541734271
249,UberX,2023-11-21,11:12:00,18 min 0 sec,7.62 km,"Avenida Braz Leme, Santana - São Paulo - SP, 02022-020, BR","Av. Sumaré, Perdizes - São Paulo - SP, 05016-110, BR",17.99,17.99,29.99,17.99,12.0,2023-11-21 11:12:00,0 days 00:18:00,7.62,"[-23.5049108, -46.6412791]","[-23.5406399, -46.6756492]",40.01333777925976,59.98666222074025,59.98666222074025,2.3622047244094486,0.9994444444444444,0.9994444444444444,1.666111111111111,0.6666666666666666,2.3608923884514432,2.3608923884514432,3.9356955380577423,1.574803149606299,0.13116068824730243,0.13116068824730243,0.21864975211431903,0.08748906386701663
250,UberX,2023-11-20,19:15:00,18 min 18 sec,7.33 km,"Avenida Higienópolis, Consolação - São Paulo - SP, 01238-001, BR","Rua Alfredo Pujol, Santana - São Paulo - SP, 02017-002, BR",15.61,15.61,24.98,15.61,9.37,2023-11-20 19:15:00,0 days 00:18:18,7.33,"[-23.5442075, -46.6552308]","[-23.5002554, -46.6350569]",37.51000800640512,62.48999199359487,62.48999199359487,2.4965893587994543,0.8530054644808742,0.8530054644808742,1.3650273224043716,0.5120218579234972,2.1296043656207364,2.1296043656207364,3.407912687585266,1.2783083219645293,0.11637182325796375,0.11637182325796375,0.18622473702651726,0.0698529137685535
251,UberX,2023-11-20,18:34:00,11 min 43 sec,4.86 km,"Pç. N. Sra. do Brasil, Jardim America - São Paulo - SP, 01431-001, BR","Rua Pernambuco, Consolação - São Paulo - SP, 01240-020, BR",14.3,14.3,19.95,14.3,5.65,2023-11-20 18:34:00,0 days 00:11:43,4.86,"[-23.5694676, -46.6725933]","[-23.5427614, -46.6615751]",28.320802005012535,71.67919799498748,71.67919799498748,2.4108367626886142,1.2204836415362732,1.2204836415362732,1.7027027027027026,0.4822190611664296,2.94238683127572,2.94238683127572,4.104938271604938,1.162551440329218,0.2511283213037599,0.2511283213037599,0.3503503503503503,0.09922202904659044
252,UberX,2023-11-20,17:57:00,15 min 31 sec,4.26 km,"Rua Frei Caneca, Consolação - São Paulo - SP, 01307-000, BR","R. Melo Alves, Cerqueira César - São Paulo - SP, 01417-010, BR",10.79,10.79,17.99,10.79,7.2,2023-11-20 17:57:00,0 days 00:15:31,4.26,"[-23.5531296, -46.6520527]","[-23.561085, -46.670554]",40.02223457476376,59.97776542523624,59.97776542523624,3.6424100156494528,0.6953813104189043,0.6953813104189043,1.1593984962406014,0.4640171858216971,2.532863849765258,2.532863849765258,4.223004694835681,1.6901408450704227,0.16323504939410902,0.16323504939410902,0.2721592714179816,0.10892422202387256
253,UberX,2023-11-20,17:22:00,18 min 30 sec,7.98 km,"Av. Paes de Barros, Mooca - São Paulo - SP, 03115-020, BR","Rua Frei Caneca, São Paulo - São Paulo - SP, 01307-001, BR",17.97,17.97,29.95,17.97,11.98,2023-11-20 17:22:00,0 days 00:18:30,7.98,"[-23.561586, -46.598528]","[-23.5530052, -46.6518017]",40.0,60.0,60.0,2.318295739348371,0.9713513513513513,0.9713513513513513,1.6189189189189188,0.6475675675675676,2.25187969924812,2.25187969924812,3.7531328320802,1.5012531328320802,0.12172322698638488,0.12172322698638488,0.20287204497730812,0.08114881799092326
254,UberX,2023-11-20,16:11:00,24 min 25 sec,12.96 km,"Avenida Jandira, Moema - São Paulo - SP, 04080-002, BR","Rua Guaimbé, Alto da Mooca - São Paulo - SP, 03118-030, BR",28.5,28.5,39.91,28.5,11.41,2023-11-20 16:11:00,0 days 00:24:25,12.96,"[-23.6084035, -46.660715]","[-23.5634556, -46.5939417]",28.589325983462793,71.41067401653721,71.41067401653721,1.8840020576131686,1.1672354948805461,1.1672354948805461,1.6345392491467574,0.46730375426621157,2.199074074074074,2.199074074074074,3.079475308641975,0.8804012345679012,0.09006446719757298,0.09006446719757298,0.1261218556440399,0.036057388446466936
255,UberX,2023-11-20,15:47:00,3 min 43 sec,0.87 km,"Av. Ministro Gabriel de Resende Passos, Moema - São Paulo - SP, 04521-022, BR","Avenida Divino Salvador, Moema - São Paulo - SP, 04078-010, BR",6.1,6.1,9.97,6.1,3.87,2023-11-20 15:47:00,0 days 00:03:43,0.87,"[-23.6013509, -46.6608611]","[-23.60437, -46.6605571]",38.81644934804413,61.18355065195586,61.18355065195586,4.272030651340996,1.6412556053811658,1.6412556053811658,2.682511210762332,1.041255605381166,7.011494252873563,7.011494252873563,11.459770114942529,4.448275862068965,1.8865006958404202,1.8865006958404202,3.083346219267048,1.1968455234266275
256,UberX,2023-11-20,15:21:00,4 min 51 sec,1.64 km,"Avenida Indianópolis, Moema - São Paulo - SP, 04063-001, BR","Avenida Quarto Centenário, Jardim Lusitânia - São Paulo - SP, 04030-000, BR",7.16,7.16,11.94,7.16,4.78,2023-11-20 15:21:00,0 days 00:04:51,1.64,"[-23.6062226, -46.6532822]","[-23.5935747, -46.6596291]",40.03350083752094,59.96649916247907,59.96649916247907,2.9573170731707314,1.4762886597938145,1.4762886597938145,2.461855670103093,0.9855670103092785,4.365853658536586,4.365853658536586,7.280487804878049,2.914634146341464,0.9001760120693992,0.9001760120693992,1.5011315061604227,0.6009554940910236
257,Comfort,2023-11-20,14:52:00,8 min 41 sec,3.67 km,"Avenida Pedro Álvares Cabral, Moema - Sao Paulo - SP, 04094-050, BR","Rua Ytaipu, Saude - Sao Paulo - SP, 04052-010, BR",12.73,11.73,20.13,12.73,7.4,2023-11-20 14:52:00,0 days 00:08:41,3.67,"[-23.585997, -46.6549198]","[-23.6124146, -46.6414471]",36.761053154495784,63.23894684550423,58.27123695976155,2.3660308810172572,1.4660268714011517,1.3508637236084453,2.3182341650671785,0.8522072936660269,3.46866485013624,3.1961852861035425,5.485013623978202,2.016348773841962,0.39946236277960534,0.36808275847641564,0.6316714346232094,0.23220907184360406
258,Comfort,2023-11-20,13:05:00,12 min 11 sec,3.91 km,"Rua Pintassilgo, Moema - São Paulo - SP, 04514-032, BR","R. Arizona, Cidade Monções - São Paulo - SP, 04567-003, BR",15.03,15.03,25.05,20.03,10.02,2023-11-20 13:05:00,0 days 00:12:11,3.91,"[-23.6032974, -46.6733238]","[-23.6106189, -46.6934357]",40.0,79.96007984031937,60.0,3.1159420289855073,1.6440492476060191,1.2336525307797537,2.0560875512995898,0.8224350205198357,5.122762148337596,3.8439897698209715,6.406649616368286,2.5626598465473145,0.4204729533519231,0.31551215620965567,0.5258535936827595,0.21034143747310377
259,Comfort,2023-11-20,12:39:00,10 min 40 sec,3.12 km,"Avenida Iraí, Saude - São Paulo - SP, 04082-004, BR","Av. Ibijaú, Moema Pássaros - São Paulo - SP, 04524-912, BR",12.88,11.71,21.15,12.88,8.27,2023-11-20 12:39:00,0 days 00:10:40,3.12,"[-23.6169951, -46.6552121]","[-23.6047551, -46.666986]",39.1016548463357,60.898345153664316,55.366430260047295,3.4188034188034186,1.2075000000000002,1.0978125,1.9828124999999999,0.7753125,4.128205128205129,3.753205128205128,6.778846153846153,2.6506410256410255,0.3870192307692308,0.3518629807692308,0.6355168269230769,0.24849759615384615
260,UberX,2023-11-20,11:39:00,32 min 24 sec,13.62 km,"Rua Tupi, Santa Cecília - São Paulo - SP, 01233-000, BR","Pç. Cmte. Linneu Gomes, Vila Congonhas - São Paulo - SP, 04626, BR",26.99,26.99,44.99,26.99,18.0,2023-11-20 11:39:00,0 days 00:32:24,13.62,"[-23.5357428, -46.6617972]","[-23.6272167, -46.6596712]",40.008890864636584,59.99110913536341,59.99110913536341,2.3788546255506606,0.8330246913580247,0.8330246913580247,1.3885802469135804,0.5555555555555556,1.9816446402349486,1.9816446402349486,3.3032305433186493,1.3215859030837005,0.06116187161218978,0.06116187161218978,0.10195155997897067,0.04078968836678088
261,Comfort,2023-12-02,18:48:00,32 min 43 sec,12.65 km,"Rua César Guimarães, Vila Mariana - São Paulo - SP, 01545-070, BR","Rua Jorge Rubens Neiva de Camargo, Jabaquara - São Paulo - SP, 04337-090, BR",41.92,33.92,47.11,41.92,5.19,2023-12-02 18:48:00,0 days 00:32:43,12.65,"[-23.5802762, -46.6176934]","[-23.6654528, -46.6475895]",11.016769263426026,88.98323073657399,72.00169815325833,2.5862977602108037,1.281304126337239,1.0367804381049415,1.4399388690779418,0.15863474274070302,3.3138339920948616,2.681422924901186,3.7241106719367587,0.41027667984189725,0.10128886374207423,0.08195892791343411,0.11382915961090449,0.012540295868830278
262,Comfort,2023-12-02,18:20:00,9 min 4 sec,2.69 km,"Alameda Eduardo Prado, Santa Cecília - São Paulo - SP, 01218-012, BR","R. Prates, Bom Retiro - São Paulo - SP, 01121-000, BR",12.23,12.23,20.39,12.23,8.16,2023-12-02 18:20:00,0 days 00:09:04,2.69,"[-23.5310986, -46.650042]","[-23.5291146, -46.6357968]",40.01961745953899,59.98038254046101,59.98038254046101,3.3705080545229245,1.3488970588235294,1.3488970588235294,2.2488970588235295,0.9,4.546468401486989,4.546468401486989,7.579925650557621,3.033457249070632,0.5014487207522415,0.5014487207522415,0.8360212114585611,0.3345724907063197
263,Comfort,2023-12-02,02:20:00,17 min 29 sec,12.70 km,"Rua da Meação, Água Rasa - São Paulo - SP, 03335-045, BR","Avenida Antenor Navarro, Vila Medeiros - São Paulo - SP, 02224-000, BR",31.07,29.07,44.74,31.07,13.67,2023-12-02 02:20:00,0 days 00:17:29,12.7,"[-23.5554349, -46.5694201]","[-23.4850372, -46.5752258]",30.554313813142603,69.44568618685739,64.97541350022351,1.3766404199475066,1.777121067683508,1.6627264061010485,2.5590085795996185,0.7818875119161105,2.446456692913386,2.288976377952756,3.522834645669292,1.0763779527559056,0.13993079273098488,0.1309233390630747,0.2014967385511511,0.06156594582016619
264,UberX,2023-12-02,00:54:00,35 min 24 sec,21.22 km,"Av. Miruna, Moema - São Paulo - SP, 04084-001, BR","Rua Júlio Colaço, Vila Matilde - São Paulo - SP, 03503-030, BR",59.58,56.33,69.9,59.58,10.32,2023-12-02 00:54:00,0 days 00:35:24,21.22,"[-23.6130821, -46.6635524]","[-23.5365771, -46.543189]",14.763948497854077,85.23605150214591,80.5865522174535,1.6682375117813384,1.6830508474576271,1.5912429378531074,1.974576271186441,0.29152542372881357,2.8077285579641846,2.6545711592836945,3.2940622054665414,0.4863336475023563,0.07931436604418603,0.07498788585547161,0.0930526046741961,0.013738238630010067
265,Comfort,2023-12-02,00:26:00,21 min 27 sec,9.66 km,"Rua Maria Figueiredo, Vila Mariana - São Paulo - SP, 04002-004, BR","Avenida Leonardo da Vinci, Jabaquara - São Paulo - SP, 04313-002, BR",31.37,26.18,48.24,31.37,16.87,2023-12-02 00:26:00,0 days 00:21:27,9.66,"[-23.5712086, -46.64943]","[-23.6397938, -46.6350276]",34.9709784411277,65.0290215588723,54.270315091210605,2.220496894409938,1.4624708624708627,1.2205128205128206,2.248951048951049,0.7864801864801866,3.2474120082815734,2.710144927536232,4.9937888198757765,1.7463768115942029,0.15139449922058618,0.126347082868822,0.23281066759327632,0.08141616837269013
266,Comfort,2023-12-01,23:34:00,5 min 29 sec,1.53 km,"Alameda Joaquim Eugênio de Lima, Jardim Paulista - Sao Paulo - SP, 01403-000, BR","Rua Alcino Braga, Vila Mariana - Sao Paulo - SP, 04004-020, BR",11.81,8.31,14.56,11.81,2.75,2023-12-01 23:34:00,0 days 00:05:29,1.53,"[-23.5667304, -46.6514238]","[-23.5752203, -46.6498478]",18.887362637362635,81.11263736263736,57.074175824175825,3.5838779956427014,2.1537993920972647,1.5155015197568389,2.6553191489361705,0.5015197568389058,7.718954248366013,5.431372549019608,9.516339869281046,1.7973856209150327,1.4077120209786043,0.990523869122117,1.735502711722987,0.3277906907443829
267,Comfort,2023-12-01,23:04:00,20 min 8 sec,6.55 km,"Rua Barra Funda, 637, Barra Funda - São Paulo - SP, 01152-000, BR","Al. Joaquim Eugênio de Lima, Jardim Paulista - São Paulo - SP, 01403-001, BR",22.1,22.1,36.84,22.1,14.74,2023-12-01 23:04:00,0 days 00:20:08,6.55,"[-23.5292799, -46.6569935]","[-23.5667304, -46.6514238]",40.010857763300756,59.98914223669923,59.98914223669923,3.073791348600509,1.0976821192052981,1.0976821192052981,1.8298013245033116,0.7321192052980132,3.374045801526718,3.374045801526718,5.624427480916031,2.250381679389313,0.16758505636722107,0.16758505636722107,0.2793589808402002,0.11177392447297912
268,Comfort,2023-12-01,22:48:00,17 min 35 sec,5.01 km,"Rua Melo Alves, Jardim Paulista - São Paulo - SP, 01417-010, BR","Rua Vitorino Carmilo, Santa Cecília - São Paulo - SP, 01153-000, BR",17.5,17.5,29.17,17.5,11.67,2023-12-01 22:48:00,0 days 00:17:35,5.01,"[-23.561085, -46.670554]","[-23.5322733, -46.6518577]",40.00685635927322,59.99314364072678,59.99314364072678,3.5096473719228207,0.9952606635071091,0.9952606635071091,1.658957345971564,0.663696682464455,3.4930139720558886,3.4930139720558886,5.822355289421158,2.3293413173652695,0.1986548230553112,0.1986548230553112,0.33112921077276736,0.1324743877174561
269,Comfort,2023-12-01,22:30:00,9 min 24 sec,3.41 km,"Rua Maestro Elias Lobo, Jardim Paulista - São Paulo - SP, 01433-000, BR","R. Dr. Melo Alves, Cerqueira César - São Paulo - SP, 01417-010, BR",12.47,12.47,20.79,12.47,8.32,2023-12-01 22:30:00,0 days 00:09:24,3.41,"[-23.5749241, -46.666869]","[-23.561085, -46.670554]",40.01924001924002,59.98075998075999,59.98075998075999,2.756598240469208,1.3265957446808512,1.3265957446808512,2.2117021276595743,0.8851063829787233,3.656891495601173,3.656891495601173,6.096774193548387,2.439882697947214,0.38903101017033753,0.38903101017033753,0.6485929993136581,0.2595619891433206
270,Comfort,2023-12-01,22:09:00,16 min 4 sec,4.50 km,"Av. Paulista, Bela Vista - São Paulo - SP, 01310-100, BR","Rua Pedroso Alvarenga, Itaim Bibi - São Paulo - SP, 05509-000, BR",21.14,17.39,35.23,21.14,14.09,2023-12-01 22:09:00,0 days 00:16:04,4.5,"[-23.5631043, -46.6543825]","[-23.5817588, -46.6782307]",39.99432302015328,60.00567697984673,49.361339767243834,3.5703703703703704,1.3157676348547718,1.082365145228216,2.192738589211618,0.8769709543568465,4.697777777777778,3.8644444444444446,7.828888888888888,3.131111111111111,0.29239280774550486,0.2405255878284924,0.48727524204702627,0.19488243430152144
271,Comfort,2023-12-01,21:52:00,14 min 52 sec,4.31 km,"Travessa Luiz Puglisi, Vila Mariana - São Paulo - SP, 04113-050, BR","Rua dos Ingleses, Bela Vista - São Paulo - SP, 01329-000, BR",19.07,16.32,27.61,19.07,8.54,2023-12-01 21:52:00,0 days 00:14:52,4.31,"[-23.583959, -46.6268108]","[-23.5608234, -46.6469219]",30.930822165881928,69.06917783411808,59.10901847156828,3.449342614075793,1.2827354260089685,1.0977578475336323,1.8571748878923766,0.574439461883408,4.424593967517402,3.786542923433875,6.406032482598608,1.9814385150812064,0.2976184283083454,0.25470019664353416,0.43089904591470457,0.13328061760635918
272,UberX,2023-12-01,21:07:00,40 min 5 sec,18.06 km,"Rua Amador Bueno, Santo Amaro - São Paulo - SP, 04752-005, BR","Rua Batista Caetano, Liberdade - São Paulo - SP, 04108-130, BR",42.03,32.03,59.92,42.03,17.89,2023-12-01 21:07:00,0 days 00:40:05,18.06,"[-23.6527622, -46.7124]","[-23.5790534, -46.6281438]",29.856475300400536,70.14352469959947,53.454606141522035,2.2194536729420453,1.0485654885654885,0.7990852390852391,1.4948856548856548,0.4463201663201663,2.3272425249169437,1.7735326688815063,3.317829457364341,0.9905869324473977,0.05806010457173248,0.04424613726939309,0.08277329207561766,0.02471318750388518
273,Comfort,2023-12-01,19:17:00,52 min 10 sec,12.46 km,"R. Primeiro de Janeiro, Vila Clementino - São Paulo - SP, 04044-060, BR","Avenida Engenheiro Alberto de Zagottis, Sao Paulo - SP, 04675-085, BR",47.98,36.23,74.75,47.98,26.77,2023-12-01 19:17:00,0 days 00:52:10,12.46,"[-23.6017893, -46.6399071]","[-23.6693176, -46.6957417]",35.81270903010033,64.18729096989966,48.46822742474916,4.18673087212413,0.9197444089456869,0.6945047923322684,1.4329073482428116,0.5131629392971246,3.8507223113964684,2.9077046548956655,5.999197431781701,2.1484751203852324,0.07381576315775978,0.05573874737819168,0.11500058974661409,0.0411848265888543
274,Comfort,2023-12-01,19:00:00,17 min 31 sec,5.08 km,"Rua Arminda Fernandes de Almeida, Vila Mariana - São Paulo - SP, 04117-170, BR","R. Domingos de Morais, Vila Mariana - São Paulo - SP, 04036-100, BR",27.6,16.6,30.61,27.6,3.01,2023-12-01 19:00:00,0 days 00:17:31,5.08,"[-23.5875948, -46.6265198]","[-23.6015197, -46.6366472]",9.833387781770663,90.16661221822935,54.23064358052925,3.4481627296587924,1.575642245480495,0.9476688867745006,1.7474785918173168,0.17183634633682207,5.433070866141732,3.2677165354330713,6.025590551181102,0.59251968503937,0.3101657963544281,0.18654899345954734,0.34399184878293637,0.03382605242850828
276,Comfort,2023-12-01,18:43:00,2 min 38 sec,0.77 km,"R. Francisco de Vitória, Vila Mariana - São Paulo - SP, 04116-180, BR","Rua Luís Molina, Vila Mariana - São Paulo - SP, 04116-280, BR",12.42,7.42,19.66,12.42,7.24,2023-12-01 18:43:00,0 days 00:02:38,0.77,"[-23.5908513, -46.6279932]","[-23.590699, -46.6234989]",36.826042726347914,63.17395727365208,37.741607324516785,3.41991341991342,4.716455696202532,2.8177215189873417,7.465822784810126,2.749367088607595,16.12987012987013,9.636363636363637,25.532467532467532,9.402597402597403,6.125267137925365,3.6593785960874565,9.695873746506658,3.570606608581292
277,Comfort,2023-12-01,18:14:00,23 min 47 sec,6.41 km,"Rua Almirante Lobo, Ipiranga - São Paulo - SP, 04212-000, BR","Rua Bartolomeu de Gusmão, Vila Mariana - São Paulo - SP, 04111-020, BR",26.18,22.93,43.64,26.18,17.46,2023-12-01 18:14:00,0 days 00:23:47,6.41,"[-23.5906325, -46.60591]","[-23.5852864, -46.63269]",40.00916590284143,59.990834097158576,52.5435380384968,3.7103484139365577,1.1007708479327258,0.9641205325858444,1.8348983882270498,0.7341275402943237,4.084243369734789,3.577223088923557,6.8081123244929795,2.7238689547581902,0.1717271213623597,0.15040881943616916,0.2862555987873712,0.11452847742501149
278,Comfort,2023-12-01,18:05:00,6 min 44 sec,1.55 km,"R. Dr. Gentil de Moura Esquina com R. Visconde de Pirajá, Vila Dom Pedro I - São Paulo - SP, 04278-080, BR","Rua Cipriano Barata, Ipiranga - São Paulo - SP, 04205-002, BR",9.01,9.01,15.01,9.01,6.0,2023-12-01 18:05:00,0 days 00:06:44,1.55,"[-23.602143, -46.6127774]","[-23.5948178, -46.6045992]",39.973351099267155,60.02664890073285,60.02664890073285,4.344086021505376,1.338118811881188,1.338118811881188,2.229207920792079,0.8910891089108911,5.812903225806451,5.812903225806451,9.683870967741935,3.8709677419354835,0.8633024592781858,0.8633024592781858,1.4381986585755349,0.574896199297349
279,Comfort,2023-12-01,17:18:00,16 min 58 sec,5.05 km,"Rua Joaquim Távora, Vila Mariana - São Paulo - SP, 04015-002, BR","Rua Dona Leopoldina, Ipiranga - São Paulo - SP, 04278-040, BR",25.22,20.97,42.03,25.22,2.1,2023-12-01 17:18:00,0 days 00:16:58,5.05,"[-23.587441, -46.6447336]","[-23.6011683, -46.6094517]",4.996431120628123,60.00475850582917,49.89293361884368,3.3597359735973593,1.4864440078585464,1.2359528487229863,2.47721021611002,0.12377210216110021,4.994059405940594,4.152475247524753,8.322772277227724,0.4158415841584159,0.29434534809080126,0.24474313836098738,0.4905366764574297,0.024509327160613905
280,Comfort,2023-12-01,16:34:00,33 min 14 sec,5.19 km,"Rua Haddock Lobo, Jardim Paulista - São Paulo - SP, 01414-000, BR","Rua Doutor Neto de Araújo, Vila Mariana - São Paulo - SP, 04111-000, BR",25.53,23.53,39.38,25.53,13.85,2023-12-01 16:34:00,0 days 00:33:14,5.19,"[-23.5579545, -46.6617369]","[-23.5870416, -46.633258]",35.170137125444384,64.82986287455562,59.75114271203657,6.4033397559409115,0.7682046138415246,0.70802407221665,1.1849548645937813,0.41675025075225675,4.91907514450867,4.533718689788054,7.5876685934489405,2.6685934489402694,0.1480163032449951,0.136420823163131,0.2283150028119039,0.08029869956690881
281,Comfort,2023-12-01,15:57:00,38 min 49 sec,12.00 km,"Avenida Luís Dumont Villares, Tucuruvi - São Paulo - SP, 02239-000, BR","Rua Haddock Lobo, Jardim Paulista - São Paulo - SP, 01414-904, BR",37.92,36.17,48.39,37.92,10.47,2023-12-01 15:57:00,0 days 00:38:49,12.0,"[-23.486804, -46.608572]","[-23.5598016, -46.6636746]",21.636701797892126,78.36329820210788,74.746848522422,3.2347222222222225,0.9768999570631172,0.9318162301416917,1.2466294547015886,0.2697294976384714,3.16,3.0141666666666667,4.0325,0.8725,0.08140832975525976,0.07765135251180763,0.10388578789179904,0.022477458136539286
282,Comfort,2023-12-01,15:04:00,45 min 45 sec,11.84 km,"Rua Haddock Lobo, Jardim Paulista - São Paulo - SP, 01414-904, BR","Avenida Luís Dumont Villares, Tucuruvi - São Paulo - SP, 02239-000, BR",40.1,39.1,50.91,40.1,10.81,2023-12-01 15:04:00,0 days 00:45:45,11.84,"[-23.5598016, -46.6636746]","[-23.486804, -46.608572]",21.233549400903556,78.76645059909644,76.80219996071499,3.86402027027027,0.8765027322404372,0.8546448087431694,1.1127868852459015,0.2362841530054645,3.3868243243243246,3.302364864864865,4.299831081081081,0.9130067567567568,0.07402894697976665,0.0721828385762812,0.09398537882144439,0.019956431841677745
283,Comfort,2023-12-01,14:33:00,25 min 52 sec,8.97 km,"Rua Conselheiro Moreira de Barros, Santana - São Paulo - SP, 02018-010, BR","Avenida Paulista, Bela Vista - São Paulo - SP, 01310-200, BR",27.86,27.86,46.44,27.86,18.58,2023-12-01 14:33:00,0 days 00:25:52,8.97,"[-23.4970378, -46.6274393]","[-23.5657393, -46.6512379]",40.00861326442722,59.99138673557278,59.99138673557278,2.8836863619472313,1.077061855670103,1.077061855670103,1.7953608247422679,0.7182989690721648,3.1059085841694536,3.1059085841694536,5.177257525083611,2.071348940914158,0.12007378547046856,0.12007378547046856,0.20015170844395405,0.08007792297348548
284,Comfort,2023-12-01,14:15:00,12 min 21 sec,5.50 km,"Av. Rudge, Bom Retiro - São Paulo - SP, 01134-000, BR","Praça Garção Tinoco, Santana - São Paulo - SP, 02402-025, BR",17.96,17.96,29.93,17.96,11.97,2023-12-01 14:15:00,0 days 00:12:21,5.5,"[-23.5228374, -46.6506205]","[-23.4967327, -46.624518]",39.993317741396595,60.00668225860342,60.00668225860342,2.2454545454545456,1.454251012145749,1.454251012145749,2.4234817813765184,0.9692307692307693,3.2654545454545456,3.2654545454545456,5.441818181818181,2.1763636363636363,0.26440927493559074,0.26440927493559074,0.44063305115936696,0.17622377622377625
285,Comfort,2023-12-01,01:19:00,19 min 29 sec,17.52 km,"Rua Doutor José Augusto de Queiroz, Morumbi - São Paulo - SP, 05670-030, BR","R. Cel. Tristão, Freguesia do Ó - São Paulo - SP, 02925-030, BR",40.43,37.18,61.65,40.43,21.22,2023-12-01 01:19:00,0 days 00:19:29,17.52,"[-23.5849616, -46.6955578]","[-23.5003112, -46.6984734]",34.420113544201136,65.57988645579886,60.30819140308191,1.112062404870624,2.0751069289991446,1.9082976903336184,3.164242942686056,1.0891360136869117,2.307648401826484,2.1221461187214614,3.518835616438356,1.211187214611872,0.11844217631273656,0.1089211010464394,0.18060747389760595,0.0621652975848694
286,UberX,2023-12-01,00:03:00,7 min 33 sec,3.61 km,"Shopping Butanta Av. Prof. Francisco Morato, Caxingui - São Paulo - SP, 05512-300, BR","Rua Ernest Renan, Morumbi - São Paulo - SP, 05656-105, BR",14.03,8.53,19.9,14.03,5.87,2023-12-01 00:03:00,0 days 00:07:33,3.61,"[-23.5844066, -46.7250735]","[-23.6123917, -46.72397]",29.49748743718593,70.50251256281406,42.8643216080402,2.0914127423822717,1.858278145695364,1.1298013245033112,2.635761589403973,0.7774834437086093,3.886426592797784,2.3628808864265927,5.512465373961219,1.626038781163435,0.5147584891122893,0.3129643558180918,0.7301278641008236,0.21536937498853445
