,type,date,time,duration,distance,origin,destination,total_earning,base_fare,customer_fare,paid_to_driver,paid_to_uber,datetime,duration_dt,distance_km,origin_lat_lng,destination_lat_lng
1377,Black,2024-03-22,15:06:00,29 min 19 sec,4.19 km,"Rua Cincinato Braga, Bela Vista - Sao Paulo - SP, 01333-011, BR","R. Jesuíno Arruda, Itaim Bibi - São Paulo - SP, 04532-080, BR",23.95,23.95,37.58,-23.95,13.63,2024-03-22 15:06:00,0 days 00:29:19,4.19,"[-23.5676195, -46.6469158]","[-23.5820452, -46.6740309]"
1378,Black,2024-03-22,13:16:00,24 min 23 sec,3.94 km,"Rua Piracema, Santana - São Paulo - SP, 02460-040, BR","R. Voluntários da Pátria, Santana - São Paulo - SP, 02011-000, BR",20.58,18.58,29.39,-20.58,8.81,2024-03-22 13:16:00,0 days 00:24:23,3.94,"[-23.4905024, -46.6372001]","[-23.5161292, -46.6270152]"
1379,Comfort,2024-03-22,00:46:00,12 min 1 sec,5.12 km,"R. Joaquim Távora, Vila Mariana - São Paulo - SP, 04015-013, BR","Rua Doutor Sodré, Itaim Bibi - Sao Paulo - SP, 04535-110, BR",12.77,12.77,18.36,-12.77,5.59,2024-03-22 00:46:00,0 days 00:12:01,5.12,"[-23.587441, -46.6447336]","[-23.591965, -46.6740364]"
1380,Comfort,2024-03-22,00:37:00,5 min 2 sec,1.67 km,"Rua Marselhesa, Vila Mariana - Sao Paulo - SP, 04020-060, BR","Rua Borges Lagoa, Vila Mariana - Sao Paulo - SP, 04038-033, BR",10.35,9.35,16.25,-10.35,5.9,2024-03-22 00:37:00,0 days 00:05:02,1.67,"[-23.5961782, -46.6411699]","[-23.5966628, -46.6478612]"
1381,Black,2024-03-21,22:46:00,8 min 17 sec,3.24 km,"Rua Vergueiro, Vila Mariana - São Paulo - SP, 04102-000, BR","R. Loefgren, Vila Clementino - São Paulo - SP, 04040-032, BR",16.1,14.35,25.11,-16.1,9.01,2024-03-21 22:46:00,0 days 00:08:17,3.24,"[-23.5810048, -46.6385594]","[-23.5996766, -46.6416598]"
1382,Comfort,2024-03-21,22:04:00,16 min 58 sec,5.28 km,"R. Pedroso Alvarenga, Itaim Bibi - São Paulo - SP, 04531-010, BR","Rua Apeninos, Vila Mariana - São Paulo - SP, 04104-021, BR",18.28,18.28,30.47,-18.28,12.19,2024-03-21 22:04:00,0 days 00:16:58,5.28,"[-23.5817588, -46.6782307]","[-23.576929, -46.6395392]"
1383,Black,2024-03-21,21:36:00,27 min 36 sec,7.18 km,"R. Mateus Grou, Pinheiros - São Paulo - SP, 05415-050, BR","Rua Bandeira Paulista, Itaim Bibi - Sao Paulo - SP, 04532-000, BR",28.38,28.38,37.13,-28.38,8.75,2024-03-21 21:36:00,0 days 00:27:36,7.18,"[-23.5652151, -46.6836865]","[-23.5820651, -46.6764683]"
1384,Black,2024-03-21,20:58:00,20 min 23 sec,7.86 km,"Rua Comendador Vicente Lentini, Liberdade - São Paulo - SP, 01527-070, BR","R. Oscar Freire, Pinheiros - São Paulo - SP, 05409-012, BR",32.2,29.93,46.24,-32.2,14.04,2024-03-21 20:58:00,0 days 00:20:23,7.86,"[-23.5629404, -46.6302084]","[-23.5533454, -46.6769609]"
1385,Black,2024-03-21,19:19:00,19 min 49 sec,5.90 km,"Avenida Iraí, Saude - São Paulo - SP, 04082-003, BR","Rua Dona Inácia Uchoa, Vila Mariana - São Paulo - SP, 04110-021, BR",27.02,25.02,45.03,-27.02,18.01,2024-03-21 19:19:00,0 days 00:19:49,5.9,"[-23.6149111, -46.6578013]","[-23.5832056, -46.6316122]"
1386,Black,2024-03-21,17:34:00,17 min 10 sec,4.34 km,"Rua Maestro Cardim, Bela Vista - São Paulo - SP, 01323-001, BR","Lg. do Arouche, República - São Paulo - SP, 01219-000, BR",23.11,21.36,38.47,-28.11,15.36,2024-03-21 17:34:00,0 days 00:17:10,4.34,"[-23.5691479, -46.6421466]","[-23.5415768, -46.6451564]"
1387,Black,2024-03-21,16:05:00,14 min 55 sec,4.42 km,"Av. Salim Farah Maluf, Tatuapé - São Paulo - SP, 03076-000, BR","Rua Bom Sucesso, Tatuapé - São Paulo - SP, 03305-000, BR",16.11,16.11,24.11,-16.11,8.0,2024-03-21 16:05:00,0 days 00:14:55,4.42,"[-23.5355653, -46.5826016]","[-23.5475154, -46.5768763]"
1388,Black,2024-03-21,14:35:00,26 min 52 sec,10.32 km,"Rua Conselheiro Saraiva, Santana - São Paulo - SP, 02037-020, BR","Rua Melo Peixoto, Tatuapé - São Paulo - SP, 03070-000, BR",36.93,36.93,46.89,-36.93,9.96,2024-03-21 14:35:00,0 days 00:26:52,10.32,"[-23.4990582, -46.624313]","[-23.5378222, -46.5661224]"
1389,Black,2024-03-20,13:20:00,14 min 49 sec,3.40 km,"Rua General Jardim, Vila Buarque - São Paulo - SP, 01223-010, BR","R. Capote Valente, Pinheiros - São Paulo - SP, 05409-000, BR",23.42,21.92,39.03,-23.42,7.8,2024-03-20 13:20:00,0 days 00:14:49,3.4,"[-23.5446857, -46.6479239]","[-23.5595041, -46.6742685]"
1390,Black,2024-03-20,12:45:00,13 min 12 sec,2.68 km,"Rua Barão de Ladário, Brás - São Paulo - SP, 03010-000, BR","Av. Ipiranga, Centro - São Paulo - SP, 01039-000, BR",21.59,18.34,25.85,-21.59,4.26,2024-03-20 12:45:00,0 days 00:13:12,2.68,"[-23.5372335, -46.6190239]","[-23.5413752, -46.6392072]"
1391,Black,2024-03-20,12:25:00,14 min 50 sec,4.47 km,"Rua dos Bandeirantes, Bom Retiro - Sao Paulo - SP, 01124-010, BR","Rua Silva Teles, Pari - Sao Paulo - SP, 03026-001, BR",18.1,18.1,26.34,-18.1,8.24,2024-03-20 12:25:00,0 days 00:14:50,4.47,"[-23.5283338, -46.6330533]","[-23.5299731, -46.6104653]"
1392,Black,2024-03-20,12:02:00,22 min 38 sec,3.53 km,"Rua da Consolação, Consolação - São Paulo - SP, 01302-000, BR","Pç. Da Luz, Bom Retiro - São Paulo - SP, 01120-010, BR",20.26,20.26,32.36,-20.26,12.1,2024-03-20 12:02:00,0 days 00:22:38,3.53,"[-23.5482808, -46.6498312]","[-23.5345132, -46.6335527]"
1393,Comfort,2024-03-19,23:46:00,15 min 26 sec,5.86 km,"R. dos Pinheiros, 209, Pinheiros - São Paulo -, 05422-010, BR","Rua Pirineus, Santa Cecília - São Paulo - SP, 01201-040, BR",18.49,18.49,30.81,-18.49,12.32,2024-03-19 23:46:00,0 days 00:15:26,5.86,"[-23.5646741, -46.68019109999999]","[-23.5350586, -46.6531104]"
1394,Black,2024-03-19,23:28:00,16 min 3 sec,4.66 km,"R. Padre João Manuel, Cerqueira César - São Paulo - SP, 01411-001, BR","Rua Fradique Coutinho, Pinheiros - São Paulo - SP, 05416-010, BR",23.63,22.13,34.81,-23.63,11.18,2024-03-19 23:28:00,0 days 00:16:03,4.66,"[-23.5631342, -46.6635465]","[-23.5645961, -46.6854736]"
1395,Black,2024-03-19,23:09:00,13 min 8 sec,4.05 km,"Alameda Gabriel Monteiro da Silva, Pinheiros - São Paulo - SP, 01442-000, BR","Alameda Jaú, Jardim Paulista - São Paulo - SP, 01420-001, BR",17.93,15.18,28.83,-17.93,10.9,2024-03-19 23:09:00,0 days 00:13:08,4.05,"[-23.5670517, -46.6779432]","[-23.5662546, -46.6546785]"
1396,Black,2024-03-19,22:48:00,9 min 3 sec,3.62 km,"R. Dr. Melo Alves, Cerqueira César - São Paulo - SP, 01417-010, BR","Rua Estêvão de Almeida, Perdizes - São Paulo - SP, 05014-010, BR",19.98,17.23,33.3,-19.98,13.32,2024-03-19 22:48:00,0 days 00:09:03,3.62,"[-23.561085, -46.670554]","[-23.5415527, -46.6716546]"
1397,Comfort,2024-03-19,21:50:00,10 min 10 sec,4.57 km,"Av. República do Líbano, Vila Nova Conceição - São Paulo - SP, 04501, BR","Avenida Doutor Altino Arantes, Saúde - São Paulo - SP, 04042-003, BR",14.77,13.77,23.45,-14.77,8.68,2024-03-19 21:50:00,0 days 00:10:10,4.57,"[-23.5909829, -46.6645339]","[-23.6027096, -46.6436229]"
1398,Black,2024-03-19,20:55:00,22 min 9 sec,12.72 km,"Av. Das Nações Unidas, Pinheiros - São Paulo - SP, 05425-902, BR","Alameda Iraé, Moema - São Paulo - SP, 04075-905, BR",38.44,38.44,59.72,-38.44,21.28,2024-03-19 20:55:00,0 days 00:22:09,12.72,"[-23.5738286, -46.69776]","[-23.6016255, -46.6587816]"
1399,Black,2024-03-19,18:08:00,39 min 11 sec,8.69 km,"Av Manuel Bandeira, 291, Vila Leopoldina - São Paulo - SP, 05317, BR","São Paulo - SP, 01417-030, BR",37.27,34.52,62.11,-37.27,24.84,2024-03-19 18:08:00,0 days 00:39:11,8.69,"[-23.5425112, -46.7347069]","[-23.5617407, -46.67243870000001]"
1400,Black,2024-03-19,17:44:00,8 min 13 sec,3.13 km,"Rua Pio XI, Lapa - São Paulo - SP, 05060-000, BR","Rua Aroaba, Vila Leopoldina - São Paulo - SP, 05315-021, BR",16.6,14.35,22.92,-16.6,6.32,2024-03-19 17:44:00,0 days 00:08:13,3.13,"[-23.5280511, -46.7098707]","[-23.5343574, -46.7318386]"
1401,Black,2024-03-19,17:23:00,11 min 2 sec,3.46 km,"Rua Aroaba, Vila Leopoldina - São Paulo - SP, 05315-021, BR","Rua Pio XI, Lapa - São Paulo - SP, 05060-000, BR",19.24,15.24,24.29,-19.24,5.05,2024-03-19 17:23:00,0 days 00:11:02,3.46,"[-23.5343574, -46.7318386]","[-23.5280511, -46.7098707]"
1402,Black,2024-03-19,16:37:00,28 min 32 sec,6.46 km,"Rua Sílvio Sacramento, Jardim Paulista - São Paulo - SP, 05408-040, BR","Rua Presidente Antônio Cândido, Lapa - São Paulo - SP, 05083-060, BR",28.25,28.25,43.92,-28.25,15.67,2024-03-19 16:37:00,0 days 00:28:32,6.46,"[-23.5540063, -46.6739101]","[-23.5320682, -46.7144608]"
1403,Black,2024-03-19,16:07:00,14 min 3 sec,2.98 km,"Rua João Moura, Jardim Paulista - São Paulo - SP, 05412-911, BR","Rua Cayowaá, Perdizes - São Paulo - SP, 01258-011, BR",21.84,21.84,36.4,-21.84,14.56,2024-03-19 16:07:00,0 days 00:14:03,2.98,"[-23.5537673, -46.6823618]","[-23.5432042, -46.6870174]"
1404,Black,2024-03-19,14:44:00,0 sec,---,"Avenida Nove de Julho, Bela Vista - São Paulo - SP, 01312-000, BR","Avenida Nove de Julho, Bela Vista - São Paulo - SP, 01312-000, BR",4.12,4.12,5.25,-4.12,1.13,2024-03-19 14:44:00,0 days 00:00:00,0.0,"[-23.5510274, -46.6451093]","[-23.5510274, -46.6451093]"
1405,Black,2024-03-19,13:04:00,14 min 25 sec,3.78 km,"Av. Imirim, Imirim - São Paulo - SP, 02464-200, BR","Avenida Ultramarino, Mandaqui - São Paulo - SP, 02441-000, BR",18.92,16.42,25.21,-18.92,6.29,2024-03-19 13:04:00,0 days 00:14:25,3.78,"[-23.4914944, -46.6497278]","[-23.4742013, -46.6396119]"
1406,Black,2024-03-30,00:30:00,8 min 18 sec,4.40 km,"Rua Saguairu, Casa Verde - São Paulo - SP, 02514-000, BR","Rua Adalberto Kemeny, Barra Funda - São Paulo - SP, 01139-050, BR",40.7,14.45,43.16,-40.7,-17.63,2024-03-30 00:30:00,0 days 00:08:18,4.4,"[-23.5114427, -46.6561297]","[-23.5202331, -46.6760021]"
1407,Black,2024-03-29,23:48:00,10 min 25 sec,4.60 km,"Rua Eugênio de Freitas, Vila Guilherme - São Paulo - SP, 02060-000, BR","Parque Domingos Luís, Santana - São Paulo - SP, 02043-080, BR",17.16,17.16,27.21,-17.16,10.05,2024-03-29 23:48:00,0 days 00:10:25,4.6,"[-23.5195469, -46.6021772]","[-23.4916844, -46.6169473]"
1408,Black,2024-03-29,23:15:00,18 min 53 sec,11.13 km,"R. Sampaio Viana, Paraíso - São Paulo - SP, 04004-001, BR","Rua Melo Peixoto, Tatuapé - São Paulo - SP, 03070-000, BR",34.82,34.82,54.18,-34.82,19.36,2024-03-29 23:15:00,0 days 00:18:53,11.13,"[-23.5742969, -46.6477506]","[-23.5378222, -46.5661224]"
1409,Black,2024-03-29,23:03:00,9 min 29 sec,2.85 km,"R. Rio Preto, Jardim Paulista - São Paulo - SP, 01424-002, BR","Rua Manuel da Nóbrega, Vila Mariana - São Paulo - SP, 04001-081, BR",13.59,13.59,21.75,-13.59,8.16,2024-03-29 23:03:00,0 days 00:09:29,2.85,"[-23.5662836, -46.6657064]","[-23.5787477, -46.6595095]"
1410,Comfort,2024-03-29,22:03:00,6 min 8 sec,1.55 km,"R. Nova Cidade, Vila Olímpia - São Paulo - SP, 04547-071, BR","Rua Kansas, Itaim Bibi - São Paulo - SP, 04570-050, BR",7.87,7.87,13.11,-7.87,5.24,2024-03-29 22:03:00,0 days 00:06:08,1.55,"[-23.5996955, -46.6808846]","[-23.6004431, -46.6888993]"
1411,Comfort,2024-03-29,18:34:00,5 min 36 sec,1.79 km,"Rua Desembargador Vicente Penteado, Pinheiros - São Paulo - SP, 01440-030, BR","Rua Francisco Leitão, Pinheiros - São Paulo - SP, 05414-020, BR",7.42,7.42,15.14,-13.42,-0.31,2024-03-29 18:34:00,0 days 00:05:36,1.79,"[-23.5685472, -46.6809051]","[-23.5604935, -46.6817655]"
1412,Comfort,2024-03-29,17:51:00,9 min 55 sec,3.79 km,"R. Aspicuelta, Pinheiros - São Paulo - SP, 05433-010, BR","Al. Itu, Jardins - São Paulo - SP, 01421-001, BR",12.61,12.61,21.58,-16.61,4.97,2024-03-29 17:51:00,0 days 00:09:55,3.79,"[-23.5562728, -46.6872739]","[-23.5624611, -46.6616378]"
1413,Comfort,2024-03-29,17:35:00,13 min 52 sec,7.22 km,"Av. Brigadeiro Faria Lima, Itaim Bibi - São Paulo - SP, 04538, BR","R. Aspicuelta, Pinheiros - São Paulo - SP, 05433-010, BR",18.76,18.76,31.61,-22.76,8.85,2024-03-29 17:35:00,0 days 00:13:52,7.22,"[-23.5916018, -46.6812194]","[-23.5562728, -46.6872739]"
1414,Black,2024-03-29,16:48:00,14 min 45 sec,4.26 km,"Pç. N. Sra. do Brasil, Jardim America - São Paulo - SP, 01431-001, BR","R. Quatá, Vila Olímpia - São Paulo - SP, 04546-042, BR",18.11,18.11,28.67,-18.11,10.56,2024-03-29 16:48:00,0 days 00:14:45,4.26,"[-23.5694676, -46.6725933]","[-23.5985, -46.6773761]"
1415,Black,2024-03-29,15:34:00,3 min 52 sec,0.90 km,"Rua Oscar Freire, Pinheiros - São Paulo - SP, 05409-012, BR","R. Galeno de Almeida, Pinheiros - São Paulo - SP, 05410-030, BR",9.01,9.01,14.76,-9.01,5.75,2024-03-29 15:34:00,0 days 00:03:52,0.9,"[-23.5533454, -46.6769609]","[-23.5536858, -46.6792765]"
1416,Black,2024-03-29,14:21:00,10 min 18 sec,5.99 km,"Rua da Cantareira, Sé - São Paulo - SP, 01024-100, BR","Av. Celso Garcia, Brás - São Paulo - SP, 03015-000, BR",23.46,18.21,35.34,-23.46,11.88,2024-03-29 14:21:00,0 days 00:10:18,5.99,"[-23.5402833, -46.6294363]","[-23.5383633, -46.6022039]"
1417,Black,2024-03-29,13:45:00,9 min 15 sec,3.07 km,"Rua Professor Fábio Fanucchi, Jardim São Paulo - São Paulo - SP, 02039-000, BR","Tv. Casalbuono, Vila Guilherme - São Paulo - SP, 02089-900, BR",18.39,14.39,22.98,-18.39,4.59,2024-03-29 13:45:00,0 days 00:09:15,3.07,"[-23.4940451, -46.6163204]","[-23.5174841, -46.617123]"
1418,Comfort,2024-03-29,00:10:00,5 min 27 sec,2.56 km,"Praça Barão de Studart, Vila Moinho Velho - São Paulo - SP, 04285-010, BR","Rua Pilões, Ipiranga - São Paulo - SP, 04218-080, BR",13.31,8.06,15.07,-13.31,-0.58,2024-03-29 00:10:00,0 days 00:05:27,2.56,"[-23.6125827, -46.6029118]","[-23.600585, -46.5954213]"
1419,Black,2024-03-28,23:06:00,36 min 39 sec,19.46 km,"R. Professor Atilio Innocenti, Itaim Bibi - São Paulo - SP, 04538-000, BR","Rua Paulo Di Favari, Rudge Ramos - São Bernardo do Campo - SP, 09618-100, BR",58.81,58.81,90.83,-58.81,32.02,2024-03-28 23:06:00,0 days 00:36:39,19.46,"[-23.5890286, -46.680868]","[-23.6694862, -46.5647163]"
1420,Black,2024-03-28,22:42:00,15 min 49 sec,5.74 km,"Rua Heitor Penteado, Perdizes - São Paulo - SP, 05438-100, BR","Rua Brasília, Itaim Bibi - São Paulo - SP, 04534-040, BR",23.76,23.44,37.22,-23.76,13.46,2024-03-28 22:42:00,0 days 00:15:49,5.74,"[-23.5462153, -46.6911847]","[-23.5831278, -46.6722748]"
1421,Black,2024-03-28,22:14:00,7 min 2 sec,2.52 km,"Rua Caraíbas, Perdizes - São Paulo - SP, 05020-000, BR","Pç. Américo Jacomino, Sumarezinho - São Paulo - SP, 05437-010, BR",12.7,12.7,20.4,-12.7,7.7,2024-03-28 22:14:00,0 days 00:07:02,2.52,"[-23.532823, -46.6826965]","[-23.5464092, -46.6910339]"
1422,Black,2024-03-28,22:02:00,6 min 32 sec,2.66 km,"Rua Senador César Lacerda Vergueiro, Pinheiros - São Paulo - SP, 05435-010, BR","Rua Tucuna, Perdizes - São Paulo - SP, 05021-010, BR",12.64,12.64,20.3,-12.64,7.66,2024-03-28 22:02:00,0 days 00:06:32,2.66,"[-23.5491028, -46.6926349]","[-23.5312766, -46.6829516]"
1423,Black,2024-03-28,21:55:00,5 min 15 sec,1.20 km,"Rua Mourato Coelho, Pinheiros - Sao Paulo - SP, 05417-002, BR","Rua Harmonia, Pinheiros - Sao Paulo - SP, 05435-001, BR",9.01,9.01,14.76,-9.01,5.75,2024-03-28 21:55:00,0 days 00:05:15,1.2,"[-23.5575291, -46.6917347]","[-23.5499577, -46.6917405]"
1424,Black,2024-03-28,21:38:00,13 min 15 sec,3.90 km,"R. Barão de Capanema, Jardins - São Paulo - SP, 01411-011, BR","R. Fidalga, Vila Madalena - São Paulo - SP, 05432-011, BR",17.27,17.27,27.39,-17.27,10.12,2024-03-28 21:38:00,0 days 00:13:15,3.9,"[-23.5675568, -46.6658919]","[-23.5557709, -46.6903306]"
1425,Black,2024-03-28,21:06:00,10 min 45 sec,3.42 km,"Pedroso Alvarenga, Itaim Bibi - São Paulo - SP, 04531-012, BR","Rua Melo Alves, Jardim Paulista - São Paulo - SP, 01417-010, BR",15.63,15.63,24.88,-15.63,9.25,2024-03-28 21:06:00,0 days 00:10:45,3.42,"[-23.582679, -46.681581]","[-23.561085, -46.670554]"
1426,Black,2024-03-28,20:57:00,9 min 3 sec,1.90 km,"R. João Cachoeira, Itaim Bibi - São Paulo - SP, 04535-006, BR","Rua Pedroso Alvarenga, Itaim Bibi - São Paulo - SP, 04531-004, BR",11.26,11.26,18.2,-11.26,4.21,2024-03-28 20:57:00,0 days 00:09:03,1.9,"[-23.5921182, -46.6754436]","[-23.5823143, -46.6803114]"
1427,Black,2024-03-28,20:46:00,7 min 0 sec,1.85 km,"Av. Presidente Juscelino Kubitschek, Vila Nova Conceição - São Paulo - SP, 04543-000, BR","R. Comendador Miguel Calfat, Vila Nova Conceição - São Paulo - SP, 04537-908, BR",10.5,10.5,17.04,-10.5,6.54,2024-03-28 20:46:00,0 days 00:07:00,1.85,"[-23.5904419, -46.6808145]","[-23.5931595, -46.6762139]"
1428,Black,2024-03-28,20:07:00,35 min 14 sec,9.64 km,"Rua Raul Pompéia, Perdizes - São Paulo - SP, 05281-090, BR","R. Soares de Barros, Itaim Bibi - São Paulo - SP, 04538-060, BR",38.97,38.97,56.11,-38.97,17.14,2024-03-28 20:07:00,0 days 00:35:14,9.64,"[-23.530753, -46.6881484]","[-23.5897192, -46.6799596]"
1429,Black,2024-03-28,17:21:00,39 min 12 sec,8.07 km,"Av. Dr. Enéas Carvalho de Aguiar, Cerqueira César - São Paulo - SP, 05403-000, BR","Rua Engenheiro Oscar Americano, 840, Jardim Guedala - São Paulo - SP, 05605-050, BR",43.65,43.65,72.75,-43.65,29.1,2024-03-28 17:21:00,0 days 00:39:12,8.07,"[-23.5564875, -46.6704223]","[-23.5909464, -46.7037206]"
1430,Black,2024-03-28,17:00:00,15 min 36 sec,2.70 km,"R. Itapeva, Bela Vista - São Paulo - SP, 01332-000, BR","Avenida Doutor Eneas Carvalho de Aguiar, Jardim Paulista - São Paulo - SP, 05403-904, BR",19.94,18.19,33.24,-22.94,13.3,2024-03-28 17:00:00,0 days 00:15:36,2.7,"[-23.5598054, -46.6530583]","[-23.5564875, -46.6704223]"
1431,Black,2024-03-28,16:14:00,39 min 36 sec,10.66 km,"Rua Clemente Pereira, Ipiranga - São Paulo - SP, 04216-060, BR","Avenida 9 de Julho, Bela Vista - São Paulo - SP, 01312-001, BR",40.06,40.06,54.03,-40.06,13.97,2024-03-28 16:14:00,0 days 00:39:36,10.66,"[-23.5980569, -46.6013009]","[-23.5552578, -46.6490072]"
1432,Black,2024-03-28,15:44:00,18 min 22 sec,4.57 km,"Rua Basílio da Cunha, Ipiranga - São Paulo - SP, 01544-001, BR","R. Silva Bueno, Ipiranga - São Paulo - SP, 04208-002, BR",19.94,19.94,31.45,-19.94,11.51,2024-03-28 15:44:00,0 days 00:18:22,4.57,"[-23.5769213, -46.6215548]","[-23.6007143, -46.6004247]"
1433,Black,2024-03-28,15:14:00,9 min 57 sec,2.11 km,"Rua Alceu Wamosy, Vila Mariana - São Paulo - SP, 04105-040, BR","Rua Vitor Dubugras, Vila Mariana - São Paulo - SP, 04114-100, BR",12.83,12.83,21.38,-12.83,8.55,2024-03-28 15:14:00,0 days 00:09:57,2.11,"[-23.5796935, -46.6367019]","[-23.5851571, -46.6248634]"
1434,Black,2024-03-28,14:50:00,16 min 33 sec,3.72 km,"Rua Martiniano de Carvalho, Bela Vista - São Paulo - SP, 01321-000, BR","Avenida Lins de Vasconcelos, Cambuci - São Paulo - SP, 01537-001, BR",18.52,18.52,29.29,-18.52,10.77,2024-03-28 14:50:00,0 days 00:16:33,3.72,"[-23.5615528, -46.6416211]","[-23.580045, -46.6243115]"
1435,Black,2024-03-28,14:14:00,27 min 59 sec,10.74 km,"R. Padre Ângelo Siqueira, Jardim Sao Bento - São Paulo - SP, 02526-040, BR","Rua Capitão-Mor Roque Barreto, Bela Vista - São Paulo - SP, 01323-030, BR",38.41,34.87,50.26,-38.41,1.8,2024-03-28 14:14:00,0 days 00:27:59,10.74,"[-23.5046987, -46.6462346]","[-23.5666908, -46.6425704]"
1436,Black,2024-03-28,13:54:00,11 min 25 sec,2.96 km,"R. Dr. César, Santana - São Paulo - SP, 02013-004, BR","Av. Braz Leme, Santana - São Paulo - SP, 02511-000, BR",16.21,14.21,22.71,-16.21,6.5,2024-03-28 13:54:00,0 days 00:11:25,2.96,"[-23.5018119, -46.6374935]","[-23.5062973, -46.6438294]"
1437,Black,2024-03-27,22:31:00,14 min 46 sec,5.49 km,"Alameda Lorena, Jardim Paulista - São Paulo - SP, 01424-004, BR","Av. Dr. Arnaldo, Sumaré - São Paulo - SP, 01255-000, BR",23.27,21.52,37.16,-23.27,6.46,2024-03-27 22:31:00,0 days 00:14:46,5.49,"[-23.5660923, -46.6634405]","[-23.5487609, -46.680672]"
1438,Black,2024-03-27,22:11:00,9 min 51 sec,4.53 km,"Rua Quintino Bocaiúva, Sé - São Paulo - SP, 01004-010, BR","Rua José Maria Lisboa, Jardim Paulista - São Paulo - SP, 01423-002, BR",19.83,19.83,31.29,-19.83,11.46,2024-03-27 22:11:00,0 days 00:09:51,4.53,"[-23.5498801, -46.6350802]","[-23.5653377, -46.6610503]"
1439,Black,2024-03-27,21:19:00,15 min 2 sec,6.06 km,"Travessa Casalbuono, 120, São Paulo 02047-050, São Paulo -, 02047-050, BR","Rua Abel Ramos, Vila Maria - São Paulo - SP, 02130-060, BR",22.47,22.47,32.46,-22.47,9.99,2024-03-27 21:19:00,0 days 00:15:02,6.06,"[-23.5173959, -46.6170853]","[-23.5078232, -46.5832574]"
1440,Black,2024-03-27,20:52:00,22 min 38 sec,6.98 km,"Rua Plínio Colas, Mandaqui - São Paulo - SP, 02435-030, BR","Tv. Casalbuono, Vila Guilherme - São Paulo - SP, 02089-900, BR",27.11,27.11,38.99,-27.11,11.88,2024-03-27 20:52:00,0 days 00:22:38,6.98,"[-23.4798107, -46.6414599]","[-23.5174841, -46.617123]"
1441,Black,2024-03-27,13:54:00,7 min 55 sec,2.12 km,"Rua Alemanha, Pinheiros - São Paulo - SP, 01448-010, BR","Avenida Brasil, Jardim Paulista - São Paulo - SP, 01430-000, BR",12.32,12.32,19.83,-12.32,7.51,2024-03-27 13:54:00,0 days 00:07:55,2.12,"[-23.5754346, -46.6764612]","[-23.5723573, -46.6689415]"
1442,Black,2024-03-27,13:40:00,5 min 15 sec,1.62 km,"Av. Europa, Jardim Europa - São Paulo - SP, 01449-000, BR","São Paulo - SP, 01406-200, BR",9.01,9.01,14.76,-9.01,5.75,2024-03-27 13:40:00,0 days 00:05:15,1.62,"[-23.5775987, -46.6805482]","[-23.5793431, -46.67718480000001]"
1443,Black,2024-03-27,13:26:00,13 min 46 sec,3.02 km,"Rua Cristiano Viana, Jardim Paulista - Sao Paulo - SP, 05411-001, BR","Av. Europa, Jd. Europa - São Paulo - SP, 01449-000, BR",17.42,16.11,28.15,-17.42,10.73,2024-03-27 13:26:00,0 days 00:13:46,3.02,"[-23.556334, -46.6792121]","[-23.5775987, -46.6805482]"
1444,Black,2024-03-27,13:04:00,22 min 56 sec,4.06 km,"Av. Pedroso de Morais, Pinheiros - São Paulo - SP, 05420-002, BR","Rua Cristiano Viana, Jardim Paulista - São Paulo - SP, 05411-001, BR",22.77,21.27,36.74,-22.77,13.97,2024-03-27 13:04:00,0 days 00:22:56,4.06,"[-23.5589873, -46.6974313]","[-23.556334, -46.6792121]"
1445,Black,2024-03-27,11:04:00,13 min 47 sec,3.44 km,"Rua Agente Gomes, Santana - São Paulo - SP, 02040-090, BR","Alameda Afonso Schmidt, Santana - São Paulo - SP, 02450-000, BR",15.41,15.41,24.54,-15.41,9.13,2024-03-27 11:04:00,0 days 00:13:47,3.44,"[-23.489363, -46.6216601]","[-23.497796, -46.6375709]"
1446,Black,2024-03-27,10:47:00,15 min 38 sec,4.78 km,"Rua Charles Terry, Santana - São Paulo - SP, 02022-070, BR","Avenida Água Fria, Santana - São Paulo - SP, 02333-000, BR",19.93,19.93,31.44,-19.93,11.51,2024-03-27 10:47:00,0 days 00:15:38,4.78,"[-23.5062904, -46.6406613]","[-23.4851665, -46.6228004]"
1447,Black,2024-03-26,23:06:00,8 min 7 sec,1.91 km,"R. Itapeva, Bela Vista - São Paulo - SP, 01332-000, BR","Av. Paulista, Bela Vista - São Paulo - SP, 01311-000, BR",14.11,10.86,19.26,-14.11,5.15,2024-03-26 23:06:00,0 days 00:08:07,1.91,"[-23.5598054, -46.6530583]","[-23.5696869, -46.6464749]"
1448,Black,2024-03-26,22:58:00,0 sec,---,"R. Treze de Maio, Bela Vista - São Paulo - SP, 01327-000, BR","R. Treze de Maio, Bela Vista - São Paulo - SP, 01327-000, BR",4.12,4.12,5.25,-4.12,1.13,2024-03-26 22:58:00,0 days 00:00:00,0.0,"[-23.5578361, -46.6465016]","[-23.5578361, -46.6465016]"
1449,Black,2024-03-26,22:38:00,12 min 37 sec,5.06 km,"Rua Estados Unidos, Jardim Paulista - São Paulo - SP, 01427-002, BR","Rua Fortaleza, Bela Vista - São Paulo - SP, 01325-010, BR",19.76,19.76,31.18,-19.76,11.42,2024-03-26 22:38:00,0 days 00:12:37,5.06,"[-23.5642801, -46.6720174]","[-23.5597967, -46.6447932]"
