,type,date,time,duration,distance,origin,destination,total_earning,base_fare,customer_fare,paid_to_driver,paid_to_uber,datetime,duration_dt,distance_km,origin_lat_lng,destination_lat_lng
12,UberX,2023-11-11,11:32:00,28 min 39 sec,14.10 km,"Rua Barão de Jaceguaí, Campo Belo - São Paulo - SP, 04606-004, BR","Rua Jorge Americano, Lapa - São Paulo - SP, 05083-130, BR",25.11,25.11,39.93,-25.11,14.82,2023-11-11 11:32:00,0 days 00:28:39,14.1,"[-23.6167842, -46.6715611]","[-23.5332123, -46.7164275]"
13,UberX,2023-11-11,08:25:00,8 min 14 sec,2.20 km,"Av. Paulista, Bela Vista - São Paulo - SP, 01311-300, BR","Av. Rebouças, Pinheiros - São Paulo - SP, 05402-000, BR",7.91,7.76,13.12,-7.91,5.21,2023-11-11 08:25:00,0 days 00:08:14,2.2,"[-23.5640805, -46.653417]","[-23.562387, -46.6749153]"
14,UberX,2023-11-11,08:09:00,11 min 50 sec,2.83 km,"R. General Jardim, Vila Buarque - São Paulo - SP, 01223-010, BR","Av. Paulista, Bela Vista - São Paulo - SP, 01310-300, BR",8.96,8.96,14.93,-8.96,5.97,2023-11-11 08:09:00,0 days 00:11:50,2.83,"[-23.5446857, -46.6479239]","[-23.5565189, -46.6618352]"
15,UberX,2023-11-10,21:01:00,1 min 32 sec,0.45 km,"Rua Padre Chico, Perdizes - São Paulo - SP, 05008-010, BR","Rua Ministro Ferreira Alves, 192, Vila Pompéia - São Paulo - SP, 05009-060, BR",6.27,6.09,8.58,-6.27,2.31,2023-11-10 21:01:00,0 days 00:01:32,0.45,"[-23.5303806, -46.6813507]","[-23.5314912, -46.6822104]"
16,UberX,2023-11-10,20:27:00,6 min 40 sec,2.51 km,"Rua Sacadura Cabral, Lapa - Sao Paulo - SP, 05076-020, BR","Rua Lauriano Fernandes Júnior, Vila Leopoldina - São Paulo - SP, 05089-070, BR",7.44,7.18,12.28,-7.44,4.84,2023-11-10 20:27:00,0 days 00:06:40,2.51,"[-23.5212712, -46.7108558]","[-23.520175, -46.7310798]"
17,UberX,2023-11-10,20:07:00,4 min 56 sec,1.68 km,"R. Guaicurus, Água Branca - São Paulo - SP, 02675-031, BR","Rua Sacadura Cabral, Lapa - São Paulo - SP, 05076-020, BR",10.03,7.28,12.9,-10.03,2.87,2023-11-10 20:07:00,0 days 00:04:56,1.68,"[-23.522782, -46.6938237]","[-23.5212712, -46.7108558]"
18,UberX,2023-11-10,18:36:00,6 min 32 sec,1.50 km,"Rua Miguel Sevílio, Rio Pequeno - São Paulo - SP, 05379-180, BR","Av. Prof. Lineu Prestes, Butantã - São Paulo - SP, 05508-000, BR",8.3,6.05,9.99,-8.3,1.69,2023-11-10 18:36:00,0 days 00:06:32,1.5,"[-23.5646742, -46.7525367]","[-23.5677395, -46.7295579]"
19,UberX,2023-11-10,16:12:00,8 min 28 sec,0.92 km,"Rua Marquês de Itu, Consolação - São Paulo - SP, 01223-001, BR","Avenida Angélica, Consolação - São Paulo - SP, 01227-100, BR",6.1,6.1,9.98,-6.1,3.88,2023-11-10 16:12:00,0 days 00:08:28,0.92,"[-23.5437626, -46.6498096]","[-23.544712, -46.6572222]"
20,UberX,2023-11-10,15:47:00,16 min 42 sec,2.26 km,"Avenida Pacaembu, Consolação - São Paulo - SP, 01234-001, BR","Rua Amaral Gurgel, Consolação - São Paulo - SP, 02362-115, BR",13.03,13.03,14.98,-13.03,1.95,2023-11-10 15:47:00,0 days 00:16:42,2.26,"[-23.5402641, -46.6641776]","[-23.54721, -46.6480004]"
21,UberX,2023-11-10,15:03:00,36 min 29 sec,6.84 km,"Rua Torres da Barra, Barra Funda - São Paulo - SP, 05037-055, BR","Av. Dr Abrahao Ribeiro, Barra Funda - São Paulo - SP, 01133-020, BR",18.2,16.45,29.91,-18.2,11.71,2023-11-10 15:03:00,0 days 00:36:29,6.84,"[-23.5140418, -46.6868586]","[-23.5218782, -46.658864]"
22,UberX,2023-11-10,14:41:00,8 min 27 sec,2.14 km,"Av. Francisco Matarazzo, Água Branca - São Paulo - SP, 05001-200, BR","Rua Torres da Barra, Barra Funda - São Paulo - SP, 01139-040, BR",9.49,6.74,14.99,-9.49,5.5,2023-11-10 14:41:00,0 days 00:08:27,2.14,"[-23.5261698, -46.6754905]","[-23.5140418, -46.6868586]"
