,type,date,time,duration,distance,origin,destination,total_earning,base_fare,customer_fare,paid_to_driver,paid_to_uber,datetime,duration_dt,distance_km,origin_lat_lng,destination_lat_lng,fee,earning_pct,earning_base_fare_pct,traffic_benchmark,ted,bfd,cfd,pud,tei,bfi,cfi,pui,tedi,bfdi,cfdi,pudi,duration_min_float,origin_lat,origin_lng,cluster
211,Comfort,2023-11-22,17:05:00,6 min 35 sec,2.28 km,"Rua Bergamota, Alto de Pinheiros - São Paulo - SP, 05468-000, BR","Av. Das Nações Unidas, Alto de Pinheiros - São Paulo - SP, 05477-000, BR",10.19,10.19,16.99,10.19,6.8,2023-11-22 17:05:00,0 days 00:06:35,2.28,"[-23.5391603, -46.7164517]","[-23.6074648, -46.6972465]",40.02354326074162,59.97645673925839,59.97645673925839,2.8874269005847952,0.9628346456692914,0.9628346456692914,1.6053543307086615,0.6425196850393702,4.469298245614035,4.469298245614035,7.451754385964912,2.9824561403508776,0.6788807461692206,0.6788807461692206,1.1319120586275817,0.4530313124583611,6.583333333333333,-23.53916,-46.716452,-1
212,UberX,2023-11-22,16:56:00,4 min 34 sec,1.72 km,"Rua Guaipá, Vila Leopoldina - São Paulo - SP, 05088-000, BR","Rua Jorge Americano, Lapa - São Paulo - SP, 05083-130, BR",6.56,6.56,10.94,6.56,4.38,2023-11-22 16:56:00,0 days 00:04:34,1.72,"[-23.5212571, -46.7304601]","[-23.5332123, -46.7164275]",40.03656307129799,59.96343692870201,59.96343692870201,2.6550387596899223,0.7657587548638132,0.7657587548638132,1.27704280155642,0.511284046692607,3.8139534883720927,3.8139534883720927,6.3604651162790695,2.546511627906977,0.835172296723816,0.835172296723816,1.3928025802070956,0.5576302834832796,4.566666666666666,-23.521257,-46.73046,-1
213,Comfort,2023-11-22,16:36:00,14 min 25 sec,4.03 km,"Rua Belchior de Azevedo, Vila Leopoldina - São Paulo - SP, 05089-030, BR","R. Belchior de Azevedo, Vila Leopoldina - São Paulo - SP, 05089-030, BR",19.91,19.91,27.74,19.91,7.83,2023-11-22 16:36:00,0 days 00:14:25,4.03,"[-23.5196373, -46.7238934]","[-23.5196373, -46.7238934]",28.22638788752704,71.77361211247297,71.77361211247297,3.5773366418527703,1.081085972850679,1.081085972850679,1.5062443438914028,0.425158371040724,4.940446650124069,4.940446650124069,6.883374689826302,1.942928039702233,0.3426899410490684,0.3426899410490684,0.4774595160573157,0.1347695750082473,14.416666666666666,-23.519637,-46.723893,-1
214,UberX,2023-11-22,16:21:00,8 min 49 sec,2.60 km,"Rua Aliança Liberal, Vila Leopoldina - São Paulo - SP, 05088-000, BR","Rua Albion, Lapa - São Paulo - SP, 05077-130, BR",8.96,8.96,14.93,8.96,5.97,2023-11-22 16:21:00,0 days 00:08:49,2.6,"[-23.5222756, -46.7272998]","[-23.5236015, -46.7079737]",39.98660415271266,60.01339584728734,60.01339584728734,3.391025641025641,0.6990897269180755,0.6990897269180755,1.164889466840052,0.4657997399219766,3.4461538461538463,3.4461538461538463,5.742307692307692,2.296153846153846,0.3908681110949542,0.3908681110949542,0.6513014395812128,0.2604333284862585,8.816666666666666,-23.522276,-46.7273,-1
215,UberX,2023-11-22,14:50:00,14 min 22 sec,2.70 km,"Av. Antônio Joaquim de Moura Andrade, Vila Nova Conceição - São Paulo - SP, 04507-000, BR","R. Iaiá, Itaim Bibi - São Paulo - SP, 04542-060, BR",8.34,8.34,13.9,8.34,5.56,2023-11-22 14:50:00,0 days 00:14:22,2.7,"[-23.5861406, -46.6672993]","[-23.5866887, -46.6782709]",40.0,60.0,60.0,5.320987654320987,0.4540834845735027,0.4540834845735027,0.7568058076225045,0.3027223230490017,3.088888888888889,3.088888888888889,5.148148148148148,2.059259259259259,0.2150038669760247,0.2150038669760247,0.3583397782933745,0.1433359113173498,14.366666666666667,-23.586141,-46.667299,0
216,Comfort,2023-11-22,13:47:00,48 min 59 sec,9.82 km,"Avenida Albert Einstein, Morumbi - São Paulo - SP, 05652-000, BR","Rua Balthazar da Veiga, Moema - São Paulo - SP, 04510-001, BR",38.34,38.34,53.11,43.34,14.77,2023-11-22 13:47:00,0 days 00:48:59,9.82,"[-23.5967301, -46.7158458]","[-23.5941649, -46.6705583]",27.81020523441913,81.60421766145735,72.18979476558087,4.988119484046164,0.8179930795847752,0.7236237810632274,1.0023906888958791,0.2787669078326518,4.413441955193483,3.904276985743381,5.408350305498981,1.5040733197556009,0.0901008905449503,0.079706233121675,0.1104120511500302,0.0307058180283552,48.983333333333334,-23.59673,-46.715846,61
217,UberX,2023-11-22,13:30:00,7 min 23 sec,2.29 km,"Rua Regente Leon Kaniefsky, Morumbi - São Paulo - SP, 05617-030, BR","Avenida Albert Einstein, Morumbi - São Paulo - SP, 05652-000, BR",9.0,8.34,14.7,9.0,5.7,2023-11-22 13:30:00,0 days 00:07:23,2.29,"[-23.5904078, -46.7178333]","[-23.5967301, -46.7158458]",38.775510204081634,61.224489795918366,56.734693877551024,3.224163027656477,0.7906295754026355,0.7326500732064422,1.2913616398243046,0.5007320644216692,3.930131004366812,3.641921397379913,6.419213973799126,2.4890829694323147,0.5322976529616449,0.4932624917444576,0.8694194998373533,0.3371218468757084,7.383333333333334,-23.590408,-46.717833,62
218,Comfort,2023-11-22,13:04:00,19 min 29 sec,4.41 km,"Rua Coronel Palimércio de Resende, Butantã - São Paulo - SP, 05505-010, BR","Rua José Jannarelli, Morumbi - São Paulo - SP, 05615-000, BR",14.32,14.32,23.87,14.32,9.55,2023-11-22 13:04:00,0 days 00:19:29,4.41,"[-23.5687371, -46.7100951]","[-23.5871025, -46.7183191]",40.008378718056136,59.99162128194386,59.99162128194386,4.417989417989418,0.6097941802696948,0.6097941802696948,1.0164655784244143,0.4066713981547197,3.2471655328798184,3.2471655328798184,5.412698412698413,2.165532879818594,0.1666637570340368,0.1666637570340368,0.2778117234917919,0.111147966457755,19.483333333333334,-23.568737,-46.710095,4
219,UberX,2023-11-22,12:49:00,8 min 59 sec,4.00 km,"Avenida Professor Mello Moraes, Butantã - Sao Paulo - SP, 05508-030, BR","Rua do Matão, Butantã - Sao Paulo - SP, 05508-090, BR",8.38,8.38,13.97,8.38,5.59,2023-11-22 12:49:00,0 days 00:08:59,4.0,"[-23.5564794, -46.7216961]","[-23.5602535, -46.7322466]",40.01431639226914,59.985683607730856,59.985683607730856,2.245833333333333,0.6454428754813865,0.6454428754813865,1.07599486521181,0.4305519897304236,2.095,2.095,3.4925,1.3975,0.2332096474953618,0.2332096474953618,0.3887755102040817,0.1555658627087198,8.983333333333333,-23.556479,-46.721696,-1
220,UberX,2023-11-22,10:42:00,24 min 30 sec,9.01 km,"Rua Doutor Joaquim Gomes de Souza, Butantã - São Paulo - SP, 05596-100, BR","Avenida Doutora Ruth Cardoso, Alto de Pinheiros - São Paulo - SP, 05425-070, BR",15.66,15.66,24.97,15.66,9.31,2023-11-22 10:42:00,0 days 00:24:30,9.01,"[-23.5812015, -46.7445871]","[-23.5511175, -46.7241169]",37.28474169002804,62.715258309971965,62.715258309971965,2.7192008879023306,0.5494736842105263,0.5494736842105263,0.876140350877193,0.3266666666666666,1.7380688124306327,1.7380688124306327,2.7713651498335183,1.0332963374028858,0.0709415841808421,0.0709415841808421,0.113116944891164,0.0421753607103218,24.5,-23.581202,-46.744587,-1
221,Prioridade,2023-11-22,10:35:00,3 min 58 sec,1.32 km,"Av. Eng. Heitor Antonio Eiras Garcia, Butantã - São Paulo - SP, 05588-000, BR","Rua João Batista Pereira, Butantã - São Paulo - SP, 05596-090, BR",8.99,5.62,13.37,8.99,4.38,2023-11-22 10:35:00,0 days 00:03:58,1.32,"[-23.5893775, -46.767208]","[-23.5806863, -46.7438559]",32.75991024682124,67.24008975317876,42.03440538519072,3.005050505050505,1.1284518828451884,0.705439330543933,1.6782426778242676,0.5497907949790795,6.8106060606060606,4.257575757575758,10.128787878787875,3.318181818181818,1.716959511077158,1.0733384262796026,2.5534759358288763,0.8365164247517187,3.966666666666667,-23.589378,-46.767208,-1
222,Comfort,2023-11-22,09:31:00,52 min 0 sec,10.66 km,"R. Barata Ribeiro, Bela Vista - São Paulo - SP, 01308-000, BR","Rua Doutor Ernâni da Gama Correia, Butantã - São Paulo - SP, 05539-040, BR",33.55,31.55,51.19,33.55,17.64,2023-11-22 09:31:00,0 days 00:52:00,10.66,"[-23.5564363, -46.6530069]","[-23.5749073, -46.7245292]",34.45985544051573,65.54014455948428,61.63313147099044,4.878048780487805,0.5991071428571428,0.5633928571428571,0.9141071428571428,0.315,3.147279549718574,2.959662288930581,4.802063789868668,1.6547842401500938,0.0605246067253571,0.0569165824794342,0.0923473805743974,0.0318227738490402,52.0,-23.556436,-46.653007,9
223,Comfort,2023-11-22,09:12:00,13 min 51 sec,3.43 km,"R. Dona Veridiana, Higienópolis - São Paulo - SP, 01238-010, BR","Alameda Min. Rocha Azevedo, Cerqueira César - São Paulo - SP, 01410-000, BR",17.55,15.8,29.25,17.55,11.7,2023-11-22 09:12:00,0 days 00:13:51,3.43,"[-23.5426737, -46.6512616]","[-23.5613306, -46.6593419]",40.0,60.0,54.01709401709402,4.037900874635568,0.9831932773109244,0.8851540616246498,1.638655462184874,0.6554621848739495,5.11661807580175,4.606413994169096,8.527696793002915,3.411078717201166,0.3694309080001263,0.3325930681710539,0.6157181800002105,0.2462872720000841,13.85,-23.542674,-46.651262,9
224,UberX,2023-11-22,08:14:00,55 min 35 sec,8.02 km,"Rua Doutor Zuquim, Santana - São Paulo - SP, 02035-022, BR","R. Dona Veridiana, Higienópolis - São Paulo - SP, 01238-010, BR",24.07,24.07,35.39,24.07,0.7,2023-11-22 08:14:00,0 days 00:55:35,8.02,"[-23.4923712, -46.6241798]","[-23.5426737, -46.6512616]",1.9779598756710928,68.01356315343318,68.01356315343318,6.930590191188696,0.4039720279720279,0.4039720279720279,0.5939580419580419,0.0117482517482517,3.001246882793017,3.001246882793017,4.412718204488779,0.0872817955112219,0.0539954461671907,0.0539954461671907,0.0793892330642658,0.0015702871756141,55.583333333333336,-23.492371,-46.62418,-1
225,Comfort,2023-11-22,07:41:00,25 min 49 sec,9.73 km,"R. Conselheiro Brotero, Higienópolis - São Paulo - SP, 01232-010, BR","R. Agente Gomes, Jardim São Paulo - São Paulo - SP, 02040-090, BR",27.59,27.59,45.99,27.59,18.4,2023-11-22 07:41:00,0 days 00:25:49,9.73,"[-23.5345612, -46.6599553]","[-23.489363, -46.6216601]",40.00869754294412,59.99130245705588,59.99130245705588,2.6533059266872216,0.925321408608161,0.925321408608161,1.54242593627725,0.6171045276690889,2.8355601233299077,2.8355601233299077,4.726618705035971,1.8910585817060637,0.1098344786312423,0.1098344786312423,0.1830840040685334,0.073249525437291,25.816666666666666,-23.534561,-46.659955,60
226,UberX,2023-11-22,06:53:00,34 min 34 sec,14.90 km,"Rua Orlando Murgel, Campo Belo - São Paulo - SP, 04358-090, BR","R. Maranhão, Higienopolis - São Paulo - SP, 01240-000, BR",32.01,32.01,47.35,32.01,1.13,2023-11-22 06:53:00,0 days 00:34:34,14.9,"[-23.6391576, -46.6549556]","[-23.5440872, -46.6580188]",2.3864836325237597,67.60295670538542,67.60295670538542,2.319910514541387,0.8299913569576489,0.8299913569576489,1.227744165946413,0.0292999135695764,2.1483221476510064,2.1483221476510064,3.1778523489932886,0.0758389261744966,0.0621501103467022,0.0621501103467022,0.0919340120248781,0.0021939901496961,34.56666666666667,-23.639158,-46.654956,-1
227,UberX,2023-11-22,06:27:00,10 min 16 sec,4.23 km,"Avenida Jacutinga, Moema - São Paulo - SP, 04515-030, BR","Aeroporto Deputado Freitas Nobre (CGH), Vila Congonhas - São Paulo - SP, 04626-911, BR",11.96,11.96,19.94,14.96,7.98,2023-11-22 06:27:00,0 days 00:10:16,4.23,"[-23.6020111, -46.6669615]","[-23.6256024, -46.6584716]",40.02006018054162,75.02507522567703,59.97993981945837,2.4271079590228526,1.0485981308411214,0.8383177570093459,1.3976635514018692,0.5593457943925234,3.536643026004728,2.8274231678487,4.713947990543735,1.8865248226950355,0.3444782168186423,0.2753983605047435,0.4591507782997144,0.1837524177949709,10.266666666666667,-23.602011,-46.666962,0
228,UberX,2023-11-22,05:42:00,23 min 10 sec,13.17 km,"Rua Jaguaretê, Casa Verde - São Paulo - SP, 02515-010, BR","Av. Indianópolis, Moema - São Paulo - SP, 04063-000, BR",24.94,24.94,39.98,24.94,15.04,2023-11-22 05:42:00,0 days 00:23:10,13.17,"[-23.5107913, -46.6569878]","[-23.6089554, -46.652285]",37.618809404702354,62.38119059529765,62.38119059529765,1.7590483421918504,0.9180368098159508,0.9180368098159508,1.4716564417177913,0.5536196319018404,1.8936977980258165,1.8936977980258165,3.0356871678056185,1.1419893697798025,0.0817423509939201,0.0817423509939201,0.1310368561642713,0.0492945051703511,23.166666666666668,-23.510791,-46.656988,14
229,UberX,2023-11-21,17:24:00,10 min 44 sec,2.04 km,"Rua Vitório Ramalho, Tatuapé - São Paulo - SP, 03087-080, BR","Av. Penha de França, Bairro Da Penha - São Paulo - SP, 03606-010, BR",10.87,6.87,16.98,10.87,6.11,2023-11-21 17:24:00,0 days 00:10:44,2.04,"[-23.5315929, -46.5625064]","[-23.5238556, -46.5481196]",35.98351001177856,64.01648998822142,40.45936395759717,5.261437908496731,0.7377828054298643,0.466289592760181,1.1524886877828056,0.4147058823529412,5.328431372549019,3.367647058823529,8.323529411764707,2.9950980392156863,0.4964377055169894,0.3137559371574717,0.7754841066861529,0.2790464011691633,10.733333333333333,-23.531593,-46.562506,-1
230,Flash,2023-11-21,16:26:00,11 min 55 sec,5.23 km,"Rua Júlio Conceição, Bom Retiro - São Paulo - SP, 01126-001, BR","Rua Joaquim Carlos, Belém - São Paulo - SP, 03019-000, BR",16.08,14.09,25.2,16.08,9.12,2023-11-21 16:26:00,0 days 00:11:55,5.23,"[-23.5267769, -46.6400879]","[-23.5279119, -46.6069213]",36.19047619047619,63.8095238095238,55.91269841269841,2.2785213511790947,1.010261780104712,0.8852356020942409,1.5832460732984293,0.5729842931937172,3.0745697896749515,2.694072657743785,4.818355640535373,1.7437858508604205,0.2580058564762197,0.2260760272232547,0.4043375362687025,0.1463316797924828,11.916666666666666,-23.526777,-46.640088,-1
231,UberX,2023-11-21,15:45:00,3 min 2 sec,0.91 km,"Rua Bartira, Perdizes - São Paulo - SP, 05009-000, BR","R. Vanderlei, Perdizes - São Paulo - SP, 05011-970, BR",6.71,6.71,9.95,6.71,3.24,2023-11-21 15:45:00,0 days 00:03:02,0.91,"[-23.5365127, -46.6748654]","[-23.5377163, -46.678614]",32.56281407035176,67.43718592964825,67.43718592964825,3.333333333333333,0.9540284360189574,0.9540284360189574,1.414691943127962,0.4606635071090048,7.373626373626373,7.373626373626373,10.934065934065933,3.5604395604395607,2.430865837459244,2.430865837459244,3.604637121120637,1.1737712836613936,3.033333333333333,-23.536513,-46.674865,63
233,UberX,2023-11-21,14:54:00,4 min 26 sec,1.37 km,"Rua Pedro Vicente, Bom Retiro - São Paulo - SP, 01109-010, BR","R. Hannemann, Canindé - São Paulo - SP, 03031-040, BR",10.35,6.1,11.58,10.35,-1.67,2023-11-21 14:54:00,0 days 00:04:26,1.37,"[-23.5253573, -46.6268717]","[-23.5316597, -46.6209311]",-14.421416234887738,89.37823834196891,52.67702936096719,3.236009732360097,1.2272727272727273,0.7233201581027667,1.3731225296442688,-0.1980237154150197,7.554744525547444,4.452554744525547,8.452554744525546,-1.218978102189781,1.7040777125294986,1.0043356566598978,1.9065912957576416,-0.274957466659349,4.433333333333334,-23.525357,-46.626872,-1
234,UberX,2023-11-21,14:20:00,24 min 58 sec,3.48 km,"Largo do Arouche, República - São Paulo - SP, 01219-011, BR","Rua José Paulino, Bom Retiro - São Paulo - SP, 01120-000, BR",15.41,12.57,23.98,15.41,8.57,2023-11-21 14:20:00,0 days 00:24:58,3.48,"[-23.540943, -46.6455335]","[-23.5292138, -46.6400182]",35.738115095913265,64.26188490408674,52.418682235196,7.174329501915708,0.5319907940161105,0.4339470655926352,0.8278481012658229,0.2958573072497123,4.42816091954023,3.6120689655172415,6.890804597701149,2.46264367816092,0.1773629206758436,0.144675659500023,0.276000184153584,0.0986372634777404,24.966666666666665,-23.540943,-46.645534,30
235,Comfort,2023-11-21,12:53:00,1 hr 7 min,16.75 km,"Rua Doutor Albuquerque Lins, Santa Cecília - Sao Paulo - SP, 01230-001, BR","R. Dr. Albuquerque Lins, Santa Cecilia - São Paulo - SP, 01230-001, BR",53.88,53.36,64.72,53.88,10.84,2023-11-21 12:53:00,0 days 01:07:00,16.75,"[-23.5361056, -46.6569619]","[-23.5361056, -46.6569619]",16.749072929542645,83.25092707045737,82.44746600741657,4.0,0.7588732394366198,0.7515492957746479,0.9115492957746478,0.1526760563380281,3.216716417910448,3.185671641791045,3.8638805970149255,0.6471641791044777,0.0480106928046335,0.0475473379371797,0.0576698596569391,0.0096591668523056,67.0,-23.536106,-46.656962,25
236,Comfort,2023-11-21,12:40:00,8 min 6 sec,1.95 km,"Rua Sabará, Consolação - São Paulo - SP, 01239-011, BR","R. São Vicente de Paulo, Santa Cecília - São Paulo - SP, 01229-010, BR",12.1,10.1,19.12,12.1,7.02,2023-11-21 12:40:00,0 days 00:08:06,1.95,"[-23.5456789, -46.654247]","[-23.537715, -46.6561531]",36.71548117154811,63.28451882845187,52.82426778242677,4.153846153846154,1.0,0.8347107438016529,1.5801652892561984,0.5801652892561984,6.205128205128205,5.17948717948718,9.805128205128206,3.6,0.766065210509655,0.6394428616650839,1.2105096549540997,0.4444444444444445,8.1,-23.545679,-46.654247,9
237,Comfort,2023-11-21,12:23:00,13 min 26 sec,4.21 km,"R. Oscar Freire, Pinheiros - São Paulo - SP, 05409-011, BR","Rua Sergipe, Consolação - São Paulo - SP, 01243-001, BR",15.14,15.14,25.24,15.14,10.1,2023-11-21 12:23:00,0 days 00:13:26,4.21,"[-23.5550954, -46.6757187]","[-23.5474736, -46.6589]",40.01584786053883,59.98415213946118,59.98415213946118,3.1908155186064926,0.8684512428298279,0.8684512428298279,1.4478011472275334,0.5793499043977055,3.5961995249406176,3.5961995249406176,5.995249406175772,2.3990498812351544,0.2677071606655546,0.2677071606655546,0.446296481849313,0.1785893211837584,13.433333333333334,-23.555095,-46.675719,1
238,UberX,2023-11-21,11:44:00,6 min 27 sec,2.15 km,"R. Caetés, Perdizes - São Paulo - SP, 05016-081, BR","Av. Dr. Arnaldo, Sumaré - São Paulo - SP, 01255-000, BR",8.36,8.36,13.93,8.36,5.57,2023-11-21 11:44:00,0 days 00:06:27,2.15,"[-23.539368, -46.6761233]","[-23.5487609, -46.680672]",39.98564249820532,60.01435750179468,60.01435750179468,3.0,0.8,0.8,1.3330143540669857,0.5330143540669857,3.888372093023256,3.888372093023256,6.47906976744186,2.590697674418605,0.6028483865152334,0.6028483865152334,1.0045069406886606,0.4016585541734271,6.45,-23.539368,-46.676123,63
239,UberX,2023-11-21,11:12:00,18 min 0 sec,7.62 km,"Avenida Braz Leme, Santana - São Paulo - SP, 02022-020, BR","Av. Sumaré, Perdizes - São Paulo - SP, 05016-110, BR",17.99,17.99,29.99,17.99,12.0,2023-11-21 11:12:00,0 days 00:18:00,7.62,"[-23.5049108, -46.6412791]","[-23.5406399, -46.6756492]",40.01333777925976,59.98666222074025,59.98666222074025,2.3622047244094486,0.8177272727272726,0.8177272727272726,1.363181818181818,0.5454545454545454,2.3608923884514432,2.3608923884514432,3.9356955380577423,1.574803149606299,0.1311606882473024,0.1311606882473024,0.218649752114319,0.0874890638670166,18.0,-23.504911,-46.641279,23
240,UberX,2023-11-20,19:15:00,18 min 18 sec,7.33 km,"Avenida Higienópolis, Consolação - São Paulo - SP, 01238-001, BR","Rua Alfredo Pujol, Santana - São Paulo - SP, 02017-002, BR",15.61,15.61,24.98,15.61,9.37,2023-11-20 19:15:00,0 days 00:18:18,7.33,"[-23.5442075, -46.6552308]","[-23.5002554, -46.6350569]",37.51000800640512,62.48999199359487,62.48999199359487,2.4965893587994543,0.7,0.7,1.1201793721973097,0.4201793721973094,2.1296043656207364,2.1296043656207364,3.407912687585266,1.2783083219645293,0.1163718232579637,0.1163718232579637,0.1862247370265172,0.0698529137685535,18.3,-23.544208,-46.655231,9
241,UberX,2023-11-20,18:34:00,11 min 43 sec,4.86 km,"Pç. N. Sra. do Brasil, Jardim America - São Paulo - SP, 01431-001, BR","Rua Pernambuco, Consolação - São Paulo - SP, 01240-020, BR",14.3,14.3,19.95,14.3,5.65,2023-11-20 18:34:00,0 days 00:11:43,4.86,"[-23.5694676, -46.6725933]","[-23.5427614, -46.6615751]",28.32080200501253,71.67919799498748,71.67919799498748,2.4108367626886142,0.909862142099682,0.909862142099682,1.2693531283138917,0.35949098621421,2.94238683127572,2.94238683127572,4.104938271604938,1.162551440329218,0.2511283213037599,0.2511283213037599,0.3503503503503503,0.0992220290465904,11.716666666666667,-23.569468,-46.672593,64
242,UberX,2023-11-20,17:57:00,15 min 31 sec,4.26 km,"Rua Frei Caneca, Consolação - São Paulo - SP, 01307-000, BR","R. Melo Alves, Cerqueira César - São Paulo - SP, 01417-010, BR",10.79,10.79,17.99,10.79,7.2,2023-11-20 17:57:00,0 days 00:15:31,4.26,"[-23.5531296, -46.6520527]","[-23.561085, -46.670554]",40.02223457476376,59.97776542523624,59.97776542523624,3.6424100156494528,0.5528608027327071,0.5528608027327071,0.9217762596071734,0.3689154568744663,2.532863849765258,2.532863849765258,4.223004694835681,1.6901408450704227,0.163235049394109,0.163235049394109,0.2721592714179816,0.1089242220238725,15.516666666666667,-23.55313,-46.652053,9
243,UberX,2023-11-20,17:22:00,18 min 30 sec,7.98 km,"Av. Paes de Barros, Mooca - São Paulo - SP, 03115-020, BR","Rua Frei Caneca, São Paulo - São Paulo - SP, 01307-001, BR",17.97,17.97,29.95,17.97,11.98,2023-11-20 17:22:00,0 days 00:18:30,7.98,"[-23.561586, -46.598528]","[-23.5530052, -46.6518017]",40.0,60.0,60.0,2.318295739348371,0.7986666666666666,0.7986666666666666,1.3311111111111111,0.5324444444444445,2.25187969924812,2.25187969924812,3.7531328320802,1.5012531328320802,0.1217232269863848,0.1217232269863848,0.2028720449773081,0.0811488179909232,18.5,-23.561586,-46.598528,-1
244,UberX,2023-11-20,16:11:00,24 min 25 sec,12.96 km,"Avenida Jandira, Moema - São Paulo - SP, 04080-002, BR","Rua Guaimbé, Alto da Mooca - São Paulo - SP, 03118-030, BR",28.5,28.5,39.91,28.5,11.41,2023-11-20 16:11:00,0 days 00:24:25,12.96,"[-23.6084035, -46.660715]","[-23.5634556, -46.5939417]",28.589325983462796,71.41067401653721,71.41067401653721,1.8840020576131689,1.002932551319648,1.002932551319648,1.404457478005865,0.401524926686217,2.199074074074074,2.199074074074074,3.079475308641975,0.8804012345679012,0.0900644671975729,0.0900644671975729,0.1261218556440399,0.0360573884464669,24.416666666666668,-23.608404,-46.660715,20
245,UberX,2023-11-20,15:47:00,3 min 43 sec,0.87 km,"Av. Ministro Gabriel de Resende Passos, Moema - São Paulo - SP, 04521-022, BR","Avenida Divino Salvador, Moema - São Paulo - SP, 04078-010, BR",6.1,6.1,9.97,6.1,3.87,2023-11-20 15:47:00,0 days 00:03:43,0.87,"[-23.6013509, -46.6608611]","[-23.60437, -46.6605571]",38.81644934804413,61.18355065195586,61.18355065195586,4.272030651340996,0.7904967602591793,0.7904967602591793,1.2920086393088557,0.501511879049676,7.011494252873563,7.011494252873563,11.459770114942527,4.448275862068965,1.88650069584042,1.88650069584042,3.083346219267048,1.1968455234266275,3.716666666666667,-23.601351,-46.660861,0
246,UberX,2023-11-20,15:21:00,4 min 51 sec,1.64 km,"Avenida Indianópolis, Moema - São Paulo - SP, 04063-001, BR","Avenida Quarto Centenário, Jardim Lusitânia - São Paulo - SP, 04030-000, BR",7.16,7.16,11.94,7.16,4.78,2023-11-20 15:21:00,0 days 00:04:51,1.64,"[-23.6062226, -46.6532822]","[-23.5935747, -46.6596291]",40.03350083752094,59.96649916247907,59.96649916247907,2.9573170731707314,0.8090395480225989,0.8090395480225989,1.3491525423728814,0.5401129943502825,4.365853658536586,4.365853658536586,7.280487804878049,2.914634146341464,0.9001760120693992,0.9001760120693992,1.501131506160423,0.6009554940910236,4.85,-23.606223,-46.653282,144
247,Comfort,2023-11-20,14:52:00,8 min 41 sec,3.67 km,"Avenida Pedro Álvares Cabral, Moema - Sao Paulo - SP, 04094-050, BR","Rua Ytaipu, Saude - Sao Paulo - SP, 04052-010, BR",12.73,11.73,20.13,12.73,7.4,2023-11-20 14:52:00,0 days 00:08:41,3.67,"[-23.585997, -46.6549198]","[-23.6124146, -46.6414471]",36.76105315449578,63.23894684550423,58.27123695976155,2.366030881017257,1.0036793692509856,0.9248357424441525,1.5871222076215503,0.5834428383705651,3.46866485013624,3.1961852861035425,5.485013623978202,2.016348773841962,0.3994623627796053,0.3680827584764156,0.6316714346232094,0.232209071843604,8.683333333333334,-23.585997,-46.65492,29
248,Comfort,2023-11-20,13:05:00,12 min 11 sec,3.91 km,"Rua Pintassilgo, Moema - São Paulo - SP, 04514-032, BR","R. Arizona, Cidade Monções - São Paulo - SP, 04567-003, BR",15.03,15.03,25.05,20.03,10.02,2023-11-20 13:05:00,0 days 00:12:11,3.91,"[-23.6032974, -46.6733238]","[-23.6106189, -46.6934357]",40.0,79.96007984031937,60.0,3.1159420289855078,1.2376930998970137,0.928733264675592,1.5478887744593204,0.6191555097837281,5.122762148337596,3.843989769820972,6.406649616368286,2.5626598465473145,0.4204729533519231,0.3155121562096556,0.5258535936827595,0.2103414374731037,12.183333333333334,-23.603297,-46.673324,0
249,Comfort,2023-11-20,12:39:00,10 min 40 sec,3.12 km,"Avenida Iraí, Saude - São Paulo - SP, 04082-004, BR","Av. Ibijaú, Moema Pássaros - São Paulo - SP, 04524-912, BR",12.88,11.71,21.15,12.88,8.27,2023-11-20 12:39:00,0 days 00:10:40,3.12,"[-23.6169951, -46.6552121]","[-23.6047551, -46.666986]",39.1016548463357,60.89834515366432,55.366430260047295,3.418803418803418,0.8781818181818183,0.798409090909091,1.4420454545454544,0.5638636363636363,4.128205128205129,3.753205128205128,6.778846153846153,2.650641025641025,0.3870192307692308,0.3518629807692308,0.6355168269230769,0.2484975961538461,10.666666666666666,-23.616995,-46.655212,-1
250,UberX,2023-11-20,11:39:00,32 min 24 sec,13.62 km,"Rua Tupi, Santa Cecília - São Paulo - SP, 01233-000, BR","Pç. Cmte. Linneu Gomes, Vila Congonhas - São Paulo - SP, 04626, BR",26.99,26.99,44.99,26.99,18.0,2023-11-20 11:39:00,0 days 00:32:24,13.62,"[-23.5357428, -46.6617972]","[-23.6272167, -46.6596712]",40.00889086463658,59.99110913536341,59.99110913536341,2.3788546255506606,0.7414835164835165,0.7414835164835165,1.235989010989011,0.4945054945054945,1.9816446402349488,1.9816446402349488,3.3032305433186493,1.3215859030837005,0.0611618716121897,0.0611618716121897,0.1019515599789706,0.0407896883667808,32.4,-23.535743,-46.661797,60
251,Comfort,2023-12-02,18:48:00,32 min 43 sec,12.65 km,"Rua César Guimarães, Vila Mariana - São Paulo - SP, 01545-070, BR","Rua Jorge Rubens Neiva de Camargo, Jabaquara - São Paulo - SP, 04337-090, BR",41.92,33.92,47.11,41.92,5.19,2023-12-02 18:48:00,0 days 00:32:43,12.65,"[-23.5802762, -46.6176934]","[-23.6654528, -46.6475895]",11.016769263426026,88.98323073657399,72.00169815325833,2.586297760210804,1.1417158420335904,0.9238311393554244,1.2830685428960509,0.1413527008624603,3.3138339920948616,2.681422924901186,3.724110671936759,0.4102766798418972,0.1012888637420742,0.0819589279134341,0.1138291596109044,0.0125402958688302,32.71666666666667,-23.580276,-46.617693,65
