,type,date,time,duration,distance,origin,destination,total_earning,base_fare,customer_fare,paid_to_driver,paid_to_uber,datetime,duration_dt,distance_km,origin_lat_lng,destination_lat_lng,fee,earning_pct,earning_base_fare_pct,traffic_benchmark,ted,bfd,cfd,pud,tei,bfi,cfi,pui,tedi,bfdi,cfdi,pudi,duration_min_float,origin_lat,origin_lng,cluster
1385,Black,2024-03-29,13:45:00,9 min 15 sec,3.07 km,"Rua Professor Fábio Fanucchi, Jardim São Paulo - São Paulo - SP, 02039-000, BR","Tv. Casalbuono, Vila Guilherme - São Paulo - SP, 02089-900, BR",18.39,14.39,22.98,18.39,4.59,2024-03-29 13:45:00,0 days 00:09:15,3.07,"[-23.4940451, -46.6163204]","[-23.5174841, -46.617123]",19.973890339425587,80.02610966057442,62.61966927763273,3.013029315960912,1.3879245283018868,1.0860377358490567,1.7343396226415095,0.3464150943396226,5.990228013029316,4.687296416938112,7.485342019543975,1.495114006514658,0.647592217624791,0.5067347477770932,0.8092261642750243,0.1616339466502333,9.25,-23.494045,-46.61632,-1
1386,Comfort,2024-03-29,00:10:00,5 min 27 sec,2.56 km,"Praça Barão de Studart, Vila Moinho Velho - São Paulo - SP, 04285-010, BR","Rua Pilões, Ipiranga - São Paulo - SP, 04218-080, BR",13.31,8.06,15.07,13.31,-0.58,2024-03-29 00:10:00,0 days 00:05:27,2.56,"[-23.6125827, -46.6029118]","[-23.600585, -46.5954213]",-3.84870603848706,88.32116788321169,53.48374253483743,2.12890625,1.4084656084656086,0.8529100529100531,1.594708994708995,-0.0613756613756613,5.19921875,3.1484375,5.88671875,-0.2265624999999999,0.9539850917431192,0.5776949541284404,1.080131880733945,-0.0415711009174311,5.45,-23.612583,-46.602912,-1
1388,Black,2024-03-28,22:42:00,15 min 49 sec,5.74 km,"Rua Heitor Penteado, Perdizes - São Paulo - SP, 05438-100, BR","Rua Brasília, Itaim Bibi - São Paulo - SP, 04534-040, BR",23.76,23.44,37.22,23.76,13.46,2024-03-28 22:42:00,0 days 00:15:49,5.74,"[-23.5462153, -46.6911847]","[-23.5831278, -46.6722748]",36.16335303600216,63.83664696399786,62.97689414293392,2.755516840882694,1.198990748528175,1.182842724978974,1.8782169890664424,0.6792262405382675,4.139372822299651,4.083623693379791,6.484320557491289,2.3449477351916377,0.2617095567312741,0.2581848488965094,0.4099675800310615,0.1482580232997874,15.816666666666666,-23.546215,-46.691185,6
1389,Black,2024-03-28,22:14:00,7 min 2 sec,2.52 km,"Rua Caraíbas, Perdizes - São Paulo - SP, 05020-000, BR","Pç. Américo Jacomino, Sumarezinho - São Paulo - SP, 05437-010, BR",12.7,12.7,20.4,12.7,7.7,2024-03-28 22:14:00,0 days 00:07:02,2.52,"[-23.532823, -46.6826965]","[-23.5464092, -46.6910339]",37.74509803921569,62.25490196078432,62.25490196078432,2.791005291005291,1.151057401812689,1.151057401812689,1.848942598187311,0.6978851963746224,5.03968253968254,5.03968253968254,8.095238095238095,3.055555555555556,0.7165425411870909,0.7165425411870909,1.1509817197020988,0.4344391785150079,7.033333333333333,-23.532823,-46.682696,10
1390,Black,2024-03-28,22:02:00,6 min 32 sec,2.66 km,"Rua Senador César Lacerda Vergueiro, Pinheiros - São Paulo - SP, 05435-010, BR","Rua Tucuna, Perdizes - São Paulo - SP, 05021-010, BR",12.64,12.64,20.3,12.64,7.66,2024-03-28 22:02:00,0 days 00:06:32,2.66,"[-23.5491028, -46.6926349]","[-23.5312766, -46.6829516]",37.73399014778325,62.266009852216754,62.266009852216754,2.4561403508771926,1.2000000000000002,1.2000000000000002,1.9272151898734176,0.7272151898734177,4.7518796992481205,4.7518796992481205,7.631578947368421,2.8796992481203008,0.7273285253951205,0.7273285253951205,1.1680988184747585,0.4407702930796378,6.533333333333333,-23.549103,-46.692635,6
1391,Black,2024-03-28,21:55:00,5 min 15 sec,1.20 km,"Rua Mourato Coelho, Pinheiros - Sao Paulo - SP, 05417-002, BR","Rua Harmonia, Pinheiros - Sao Paulo - SP, 05435-001, BR",9.01,9.01,14.76,9.01,5.75,2024-03-28 21:55:00,0 days 00:05:15,1.2,"[-23.5575291, -46.6917347]","[-23.5499577, -46.6917405]",38.95663956639567,61.043360433604335,61.043360433604335,4.375,0.974054054054054,0.974054054054054,1.5956756756756756,0.6216216216216216,7.508333333333334,7.508333333333334,12.3,4.791666666666667,1.4301587301587302,1.4301587301587302,2.342857142857143,0.9126984126984128,5.25,-23.557529,-46.691735,6
1392,Black,2024-03-28,21:38:00,13 min 15 sec,3.90 km,"R. Barão de Capanema, Jardins - São Paulo - SP, 01411-011, BR","R. Fidalga, Vila Madalena - São Paulo - SP, 05432-011, BR",17.27,17.27,27.39,17.27,10.12,2024-03-28 21:38:00,0 days 00:13:15,3.9,"[-23.5675568, -46.6658919]","[-23.5557709, -46.6903306]",36.94779116465863,63.05220883534136,63.05220883534136,3.3974358974358974,1.001159420289855,1.001159420289855,1.5878260869565215,0.5866666666666667,4.4282051282051285,4.4282051282051285,7.023076923076923,2.5948717948717945,0.3342041606192549,0.3342041606192549,0.5300435413642961,0.1958393807450411,13.25,-23.567557,-46.665892,8
1393,Black,2024-03-28,21:06:00,10 min 45 sec,3.42 km,"Pedroso Alvarenga, Itaim Bibi - São Paulo - SP, 04531-012, BR","Rua Melo Alves, Jardim Paulista - São Paulo - SP, 01417-010, BR",15.63,15.63,24.88,15.63,9.25,2024-03-28 21:06:00,0 days 00:10:45,3.42,"[-23.582679, -46.681581]","[-23.561085, -46.670554]",37.17845659163987,62.821543408360135,62.821543408360135,3.1432748538011697,1.0596610169491525,1.0596610169491525,1.686779661016949,0.6271186440677966,4.5701754385964914,4.5701754385964914,7.2748538011695905,2.7046783625730995,0.4251325989392085,0.4251325989392085,0.6767305861553107,0.2515979872161022,10.75,-23.582679,-46.681581,0
1394,Black,2024-03-28,20:57:00,9 min 3 sec,1.90 km,"R. João Cachoeira, Itaim Bibi - São Paulo - SP, 04535-006, BR","Rua Pedroso Alvarenga, Itaim Bibi - São Paulo - SP, 04531-004, BR",11.26,11.26,18.2,11.26,4.21,2024-03-28 20:57:00,0 days 00:09:03,1.9,"[-23.5921182, -46.6754436]","[-23.5823143, -46.6803114]",23.13186813186813,61.86813186813187,61.86813186813187,4.7631578947368425,0.8628352490421455,0.8628352490421455,1.3946360153256705,0.3226053639846743,5.926315789473684,5.926315789473684,9.578947368421051,2.2157894736842105,0.6548415236987496,0.6548415236987496,1.0584472230299504,0.2448386158767083,9.05,-23.592118,-46.675444,0
1395,Black,2024-03-28,20:46:00,7 min 0 sec,1.85 km,"Av. Presidente Juscelino Kubitschek, Vila Nova Conceição - São Paulo - SP, 04543-000, BR","R. Comendador Miguel Calfat, Vila Nova Conceição - São Paulo - SP, 04537-908, BR",10.5,10.5,17.04,10.5,6.54,2024-03-28 20:46:00,0 days 00:07:00,1.85,"[-23.5904419, -46.6808145]","[-23.5931595, -46.6762139]",38.38028169014085,61.61971830985916,61.61971830985916,3.783783783783784,0.9545454545454546,0.9545454545454546,1.549090909090909,0.5945454545454546,5.675675675675675,5.675675675675675,9.210810810810807,3.535135135135135,0.8108108108108107,0.8108108108108107,1.3158301158301156,0.505019305019305,7.0,-23.590442,-46.680814,0
1396,Black,2024-03-28,20:07:00,35 min 14 sec,9.64 km,"Rua Raul Pompéia, Perdizes - São Paulo - SP, 05281-090, BR","R. Soares de Barros, Itaim Bibi - São Paulo - SP, 04538-060, BR",38.97,38.97,56.11,38.97,17.14,2024-03-28 20:07:00,0 days 00:35:14,9.64,"[-23.530753, -46.6881484]","[-23.5897192, -46.6799596]",30.54713954731777,69.45286045268223,69.45286045268223,3.6549100968188095,0.993288020390824,0.993288020390824,1.430161427357689,0.4368734069668649,4.04253112033195,4.04253112033195,5.820539419087137,1.7780082987551866,0.1147359826016636,0.1147359826016636,0.1651997942976481,0.0504638116959844,35.233333333333334,-23.530753,-46.688148,57
1398,Black,2024-03-28,17:00:00,15 min 36 sec,2.70 km,"R. Itapeva, Bela Vista - São Paulo - SP, 01332-000, BR","Avenida Doutor Eneas Carvalho de Aguiar, Jardim Paulista - São Paulo - SP, 05403-904, BR",19.94,18.19,33.24,22.94,13.3,2024-03-28 17:00:00,0 days 00:15:36,2.7,"[-23.5598054, -46.6530583]","[-23.5564875, -46.6704223]",40.01203369434416,69.01323706377858,54.72322503008423,5.777777777777778,1.170408163265306,0.928061224489796,1.695918367346939,0.6785714285714286,8.496296296296297,6.737037037037037,12.311111111111112,4.925925925925926,0.5446343779677113,0.4318613485280151,0.7891737891737891,0.3157644824311491,15.6,-23.559805,-46.653058,8
1399,Black,2024-03-28,16:14:00,39 min 36 sec,10.66 km,"Rua Clemente Pereira, Ipiranga - São Paulo - SP, 04216-060, BR","Avenida 9 de Julho, Bela Vista - São Paulo - SP, 01312-001, BR",40.06,40.06,54.03,40.06,13.97,2024-03-28 16:14:00,0 days 00:39:36,10.66,"[-23.5980569, -46.6013009]","[-23.5552578, -46.6490072]",25.85600592263557,74.14399407736443,74.14399407736443,3.7148217636022514,0.9188073394495412,0.9188073394495412,1.2392201834862384,0.3204128440366972,3.7579737335834897,3.7579737335834897,5.068480300187617,1.3105065666041276,0.0948983266056436,0.0948983266056436,0.1279919267724145,0.0330936001667708,39.6,-23.598057,-46.601301,-1
1400,Black,2024-03-28,15:44:00,18 min 22 sec,4.57 km,"Rua Basílio da Cunha, Ipiranga - São Paulo - SP, 01544-001, BR","R. Silva Bueno, Ipiranga - São Paulo - SP, 04208-002, BR",19.94,19.94,31.45,19.94,11.51,2024-03-28 15:44:00,0 days 00:18:22,4.57,"[-23.5769213, -46.6215548]","[-23.6007143, -46.6004247]",36.59777424483307,63.40222575516694,63.40222575516694,4.018964259664478,0.89150521609538,0.89150521609538,1.4061102831594634,0.5146050670640835,4.363238512035011,4.363238512035011,6.881838074398249,2.5185995623632382,0.2375628953921058,0.2375628953921058,0.3746917281886524,0.1371288327965465,18.366666666666667,-23.576921,-46.621555,-1
1401,Black,2024-03-28,15:14:00,9 min 57 sec,2.11 km,"Rua Alceu Wamosy, Vila Mariana - São Paulo - SP, 04105-040, BR","Rua Vitor Dubugras, Vila Mariana - São Paulo - SP, 04114-100, BR",12.83,12.83,21.38,12.83,8.55,2024-03-28 15:14:00,0 days 00:09:57,2.11,"[-23.5796935, -46.6367019]","[-23.5851571, -46.6248634]",39.99064546304958,60.00935453695042,60.00935453695042,4.7156398104265405,0.9197132616487456,0.9197132616487456,1.532616487455197,0.6129032258064517,6.080568720379147,6.080568720379147,10.132701421800949,4.052132701421802,0.6111124342089596,0.6111124342089596,1.0183619519397935,0.4072495177308343,9.95,-23.579694,-46.636702,-1
1402,Black,2024-03-28,14:50:00,16 min 33 sec,3.72 km,"Rua Martiniano de Carvalho, Bela Vista - São Paulo - SP, 01321-000, BR","Avenida Lins de Vasconcelos, Cambuci - São Paulo - SP, 01537-001, BR",18.52,18.52,29.29,18.52,10.77,2024-03-28 14:50:00,0 days 00:16:33,3.72,"[-23.5615528, -46.6416211]","[-23.580045, -46.6243115]",36.77022874701264,63.22977125298736,63.22977125298736,4.448924731182796,0.9012165450121654,0.9012165450121654,1.4253041362530412,0.5240875912408759,4.978494623655914,4.978494623655914,7.873655913978494,2.8951612903225805,0.3008153851151609,0.3008153851151609,0.4757496020530812,0.1749342169379202,16.55,-23.561553,-46.641621,140
1403,Black,2024-03-28,14:14:00,27 min 59 sec,10.74 km,"R. Padre Ângelo Siqueira, Jardim Sao Bento - São Paulo - SP, 02526-040, BR","Rua Capitão-Mor Roque Barreto, Bela Vista - São Paulo - SP, 01323-030, BR",38.41,34.87,50.26,38.41,1.8,2024-03-28 14:14:00,0 days 00:27:59,10.74,"[-23.5046987, -46.6462346]","[-23.5666908, -46.6425704]",3.581376840429765,76.4226024671707,69.3792280143255,2.60552451893234,1.2009379885356954,1.090255341323606,1.5714434601354872,0.0562793121417404,3.5763500931098693,3.2467411545623834,4.679702048417132,0.1675977653631284,0.1278028621718833,0.1160241032005616,0.1672317587284264,0.0059891994769432,27.983333333333334,-23.504699,-46.646235,23
1404,Black,2024-03-28,13:54:00,11 min 25 sec,2.96 km,"R. Dr. César, Santana - São Paulo - SP, 02013-004, BR","Av. Braz Leme, Santana - São Paulo - SP, 02511-000, BR",16.21,14.21,22.71,16.21,6.5,2024-03-28 13:54:00,0 days 00:11:25,2.96,"[-23.5018119, -46.6374935]","[-23.5062973, -46.6438294]",28.621752531924265,71.37824746807574,62.57155438132981,3.8569819819819817,1.0514594594594595,0.9217297297297298,1.4730810810810813,0.4216216216216216,5.476351351351352,4.800675675675676,7.672297297297297,2.195945945945946,0.4796804103373447,0.4204971394752417,0.6720260406391795,0.1923456303018347,11.416666666666666,-23.501812,-46.637494,23
1405,Black,2024-03-27,22:31:00,14 min 46 sec,5.49 km,"Alameda Lorena, Jardim Paulista - São Paulo - SP, 01424-004, BR","Av. Dr. Arnaldo, Sumaré - São Paulo - SP, 01255-000, BR",23.27,21.52,37.16,23.27,6.46,2024-03-27 22:31:00,0 days 00:14:46,5.49,"[-23.5660923, -46.6634405]","[-23.5487609, -46.680672]",17.38428417653391,62.62109795479011,57.91173304628633,2.689738919247116,1.2399644760213144,1.146714031971581,1.9801065719360569,0.3442273534635879,4.238615664845173,3.919854280510018,6.768670309653915,1.1766848816029143,0.2870394355425625,0.2654528858133195,0.4583749645363825,0.0796852064290912,14.766666666666667,-23.566092,-46.66344,8
1406,Black,2024-03-27,22:11:00,9 min 51 sec,4.53 km,"Rua Quintino Bocaiúva, Sé - São Paulo - SP, 01004-010, BR","Rua José Maria Lisboa, Jardim Paulista - São Paulo - SP, 01423-002, BR",19.83,19.83,31.29,19.83,11.46,2024-03-27 22:11:00,0 days 00:09:51,4.53,"[-23.5498801, -46.6350802]","[-23.5653377, -46.6610503]",36.62511984659636,63.37488015340364,63.37488015340364,2.17439293598234,1.431768953068592,1.431768953068592,2.2592057761732853,0.8274368231046932,4.377483443708608,4.377483443708608,6.90728476821192,2.5298013245033117,0.4444145628130567,0.4444145628130567,0.7012471845900426,0.2568326217769859,9.85,-23.54988,-46.63508,120
1407,Black,2024-03-27,21:19:00,15 min 2 sec,6.06 km,"Travessa Casalbuono, 120, São Paulo 02047-050, São Paulo -, 02047-050, BR","Rua Abel Ramos, Vila Maria - São Paulo - SP, 02130-060, BR",22.47,22.47,32.46,22.47,9.99,2024-03-27 21:19:00,0 days 00:15:02,6.06,"[-23.5173959, -46.6170853]","[-23.5078232, -46.5832574]",30.77634011090573,69.22365988909426,69.22365988909426,2.480748074807481,1.1805604203152364,1.1805604203152364,1.7054290718038532,0.5248686514886165,3.707920792079208,3.707920792079208,5.356435643564357,1.6485148514851486,0.2466466158811003,0.2466466158811003,0.3563039230752344,0.109657307194134,15.033333333333333,-23.517396,-46.617085,137
1408,Black,2024-03-27,20:52:00,22 min 38 sec,6.98 km,"Rua Plínio Colas, Mandaqui - São Paulo - SP, 02435-030, BR","Tv. Casalbuono, Vila Guilherme - São Paulo - SP, 02089-900, BR",27.11,27.11,38.99,27.11,11.88,2024-03-27 20:52:00,0 days 00:22:38,6.98,"[-23.4798107, -46.6414599]","[-23.5174841, -46.617123]",30.469351115670683,69.53064888432931,69.53064888432931,3.242597898758357,1.0178973717146431,1.0178973717146431,1.4639549436795996,0.4460575719649562,3.883954154727794,3.883954154727794,5.58595988538682,1.7020057306590255,0.1716032763502707,0.1716032763502707,0.2468023513425693,0.0751990749922986,22.633333333333333,-23.479811,-46.64146,83
1409,Black,2024-03-27,13:54:00,7 min 55 sec,2.12 km,"Rua Alemanha, Pinheiros - São Paulo - SP, 01448-010, BR","Avenida Brasil, Jardim Paulista - São Paulo - SP, 01430-000, BR",12.32,12.32,19.83,12.32,7.51,2024-03-27 13:54:00,0 days 00:07:55,2.12,"[-23.5754346, -46.6764612]","[-23.5723573, -46.6689415]",37.8719112455875,62.12808875441252,62.12808875441252,3.734276729559749,1.033846153846154,1.033846153846154,1.6640559440559437,0.6302097902097902,5.811320754716981,5.811320754716981,9.353773584905658,3.542452830188679,0.7340615690168818,0.7340615690168818,1.1815292949354517,0.44746772591857,7.916666666666667,-23.575435,-46.676461,-1
1410,Black,2024-03-27,13:40:00,5 min 15 sec,1.62 km,"Av. Europa, Jardim Europa - São Paulo - SP, 01449-000, BR","São Paulo - SP, 01406-200, BR",9.01,9.01,14.76,9.01,5.75,2024-03-27 13:40:00,0 days 00:05:15,1.62,"[-23.5775987, -46.6805482]","[-23.5793431, -46.67718480000001]",38.95663956639567,61.043360433604335,61.043360433604335,3.2407407407407405,0.974054054054054,0.974054054054054,1.5956756756756756,0.6216216216216216,5.561728395061728,5.561728395061728,9.11111111111111,3.5493827160493825,1.0593768371546148,1.0593768371546148,1.7354497354497354,0.6760728982951204,5.25,-23.577599,-46.680548,-1
1411,Black,2024-03-27,13:26:00,13 min 46 sec,3.02 km,"Rua Cristiano Viana, Jardim Paulista - Sao Paulo - SP, 05411-001, BR","Av. Europa, Jd. Europa - São Paulo - SP, 01449-000, BR",17.42,16.11,28.15,17.42,10.73,2024-03-27 13:26:00,0 days 00:13:46,3.02,"[-23.556334, -46.6792121]","[-23.5775987, -46.6805482]",38.117229129662526,61.88277087033749,57.229129662522205,4.558498896247241,0.9804878048780488,0.9067542213883676,1.5844277673545966,0.6039399624765479,5.768211920529802,5.334437086092715,9.321192052980132,3.5529801324503314,0.4189984445905425,0.3874893767137565,0.6770841684973462,0.2580857239068037,13.766666666666667,-23.556334,-46.679212,1
1412,Black,2024-03-27,13:04:00,22 min 56 sec,4.06 km,"Av. Pedroso de Morais, Pinheiros - São Paulo - SP, 05420-002, BR","Rua Cristiano Viana, Jardim Paulista - São Paulo - SP, 05411-001, BR",22.77,21.27,36.74,22.77,13.97,2024-03-27 13:04:00,0 days 00:22:56,4.06,"[-23.5589873, -46.6974313]","[-23.556334, -46.6792121]",38.02395209580838,61.97604790419161,57.89330430048992,5.648604269293925,0.845420792079208,0.7897277227722772,1.364108910891089,0.5186881188118813,5.608374384236454,5.238916256157636,9.049261083743843,3.4408866995073897,0.2445512086149616,0.2284411158208271,0.3945898728376676,0.1500386642227059,22.933333333333334,-23.558987,-46.697431,58
1413,Black,2024-03-27,11:04:00,13 min 47 sec,3.44 km,"Rua Agente Gomes, Santana - São Paulo - SP, 02040-090, BR","Alameda Afonso Schmidt, Santana - São Paulo - SP, 02450-000, BR",15.41,15.41,24.54,15.41,9.13,2024-03-27 11:04:00,0 days 00:13:47,3.44,"[-23.489363, -46.6216601]","[-23.497796, -46.6375709]",37.20456397718012,62.795436022819885,62.795436022819885,4.006782945736434,0.8665417057169635,0.8665417057169635,1.3799437675726336,0.5134020618556702,4.479651162790698,4.479651162790698,7.133720930232558,2.6540697674418605,0.3250049211214532,0.3250049211214532,0.5175613734146959,0.1925564522932426,13.783333333333333,-23.489363,-46.62166,-1
1414,Black,2024-03-27,10:47:00,15 min 38 sec,4.78 km,"Rua Charles Terry, Santana - São Paulo - SP, 02022-070, BR","Avenida Água Fria, Santana - São Paulo - SP, 02333-000, BR",19.93,19.93,31.44,19.93,11.51,2024-03-27 10:47:00,0 days 00:15:38,4.78,"[-23.5062904, -46.6406613]","[-23.4851665, -46.6228004]",36.60941475826972,63.39058524173028,63.39058524173028,3.270571827057182,1.0151103565365025,1.0151103565365025,1.601358234295416,0.5862478777589134,4.169456066945607,4.169456066945607,6.577405857740586,2.4079497907949787,0.2667029467129386,0.2667029467129386,0.4207295857829799,0.1540266390700413,15.633333333333333,-23.50629,-46.640661,23
1415,Black,2024-03-26,23:06:00,8 min 7 sec,1.91 km,"R. Itapeva, Bela Vista - São Paulo - SP, 01332-000, BR","Av. Paulista, Bela Vista - São Paulo - SP, 01311-000, BR",14.11,10.86,19.26,14.11,5.15,2024-03-26 23:06:00,0 days 00:08:07,1.91,"[-23.5598054, -46.6530583]","[-23.5696869, -46.6464749]",26.739356178608517,73.26064382139148,56.38629283489096,4.24956369982548,1.1645116918844565,0.8962861072902337,1.5895460797799177,0.4250343878954608,7.387434554973822,5.68586387434555,10.083769633507854,2.696335078534032,0.9101562080049884,0.7005171097756324,1.2423535482761217,0.3321973402711332,8.116666666666667,-23.559805,-46.653058,8
1416,Black,2024-03-26,22:38:00,12 min 37 sec,5.06 km,"Rua Estados Unidos, Jardim Paulista - São Paulo - SP, 01427-002, BR","Rua Fortaleza, Bela Vista - São Paulo - SP, 01325-010, BR",19.76,19.76,31.18,19.76,11.42,2024-03-26 22:38:00,0 days 00:12:37,5.06,"[-23.5642801, -46.6720174]","[-23.5597967, -46.6447932]",36.62604233483002,63.37395766516999,63.37395766516999,2.493412384716733,1.1891675025075226,1.1891675025075226,1.8764292878635904,0.6872617853560682,3.905138339920949,3.905138339920949,6.16205533596838,2.256916996047431,0.3095221933887145,0.3095221933887145,0.4884059711467672,0.1788837777580526,12.616666666666667,-23.56428,-46.672017,8
1417,Black,2024-03-26,22:24:00,6 min 22 sec,1.78 km,"Al. Tietê, Jardim Paulista - São Paulo - SP, 01417-020, BR","Alameda Lorena, Jardim Paulista - Sao Paulo - SP, 01424-005, BR",10.34,10.34,16.79,10.34,6.45,2024-03-26 22:24:00,0 days 00:06:22,1.78,"[-23.5611184, -46.6667842]","[-23.5660923, -46.6634405]",38.41572364502681,61.5842763549732,61.5842763549732,3.576779026217228,0.997427652733119,0.997427652733119,1.6196141479099675,0.6221864951768489,5.808988764044944,5.808988764044944,9.43258426966292,3.6235955056179776,0.912406612153656,0.912406612153656,1.4815577386905112,0.5691511265368552,6.366666666666666,-23.561118,-46.666784,8
1418,Black,2024-03-26,21:53:00,10 min 37 sec,3.52 km,"Avenida Brigadeiro Faria Lima, Pinheiros - Sao Paulo - SP, 01452-000, BR","Al. Franca, Jardim Paulista - São Paulo - SP, 01422-004, BR",17.41,17.41,27.6,17.41,10.19,2024-03-26 21:53:00,0 days 00:10:37,3.52,"[-23.5802328, -46.6852971]","[-23.5602317, -46.6655346]",36.92028985507246,63.07971014492754,63.07971014492754,3.016098484848485,1.1911060433295324,1.1911060433295324,1.888255416191562,0.6971493728620296,4.946022727272728,4.946022727272728,7.840909090909092,2.8948863636363638,0.4658734123019836,0.4658734123019836,0.7385471671185956,0.2726737548166119,10.616666666666667,-23.580233,-46.685297,0
1419,Black,2024-03-26,21:28:00,22 min 31 sec,12.92 km,"Rua Mário Araújo, Santana - São Paulo - SP, 02020-100, BR","Av. Nove de Julho, Jardim Europa - São Paulo - SP, 01406-200, BR",41.41,41.41,53.71,42.41,1.56,2024-03-26 21:28:00,0 days 00:22:31,12.92,"[-23.4963531, -46.6335604]","[-23.5737537, -46.6669426]",2.904487060137777,78.96108732079686,77.09923664122137,1.7427760577915377,1.5993714644877437,1.561659333752357,2.025518541797612,0.058830923947203,3.2825077399380804,3.205108359133127,4.157120743034056,0.1207430340557275,0.1457812467774129,0.1423438205388509,0.1846241632731631,0.0053623849321566,22.516666666666666,-23.496353,-46.63356,27
1420,Black,2024-03-26,20:11:00,3 min 5 sec,0.39 km,"R. Nestor Pestana, Consolação - São Paulo - SP, 01303-010, BR","R. Araujo, República - São Paulo - SP, 01220-020, BR",9.01,9.01,14.76,9.01,5.75,2024-03-26 20:11:00,0 days 00:03:05,0.39,"[-23.5486744, -46.6454366]","[-23.5460961, -46.6448999]",38.95663956639567,61.043360433604335,61.043360433604335,7.905982905982906,1.2719999999999998,1.2719999999999998,2.0837647058823525,0.8117647058823528,23.102564102564106,23.102564102564106,37.84615384615385,14.743589743589745,7.492723492723492,7.492723492723492,12.274428274428272,4.781704781704781,3.0833333333333335,-23.548674,-46.645437,9
1421,Black,2024-03-26,19:43:00,6 min 25 sec,1.64 km,"Pç. Princesa Isabel, Campos Elíseos - São Paulo - SP, 01206-010, BR","Rua Antônio de Godói 15 - Centro Histórico de São Paulo, Santa Efigênia - Sao Paulo - SP, 01034001, BR",10.12,10.12,16.46,10.12,6.34,2024-03-26 19:43:00,0 days 00:06:25,1.64,"[-23.5358819, -46.64358319999999]","[-23.5420917, -46.6376134]",38.517618469015794,61.4823815309842,61.4823815309842,3.9126016260162606,0.9715199999999998,0.9715199999999998,1.58016,0.60864,6.170731707317073,6.170731707317073,10.03658536585366,3.8658536585365857,0.9616724738675956,0.9616724738675956,1.5641431738992717,0.6024707000316756,6.416666666666667,-23.535882,-46.643583,141
1422,Black,2024-03-26,19:29:00,2 min 52 sec,1.17 km,"Av. Marques de São Vicente, Varzea da Barra Funda - São Paulo - SP, 01139-001, BR","Barra Funda - São Paulo - SP, 01135-020, BR",11.51,9.01,14.76,11.51,3.25,2024-03-26 19:29:00,0 days 00:02:52,1.17,"[-23.5219376, -46.6634704]","[-23.5267449, -46.6527471]",22.018970189701896,77.98102981029811,61.043360433604335,2.4501424501424505,1.6762135922330097,1.312135922330097,2.149514563106796,0.4733009708737863,9.837606837606838,7.700854700854701,12.615384615384617,2.777777777777778,3.431723315444246,2.686344663088849,4.400715563506261,0.9689922480620156,2.8666666666666667,-23.521938,-46.66347,42
1423,Black,2024-03-26,18:43:00,13 min 17 sec,7.42 km,"Rua Maria Prestes Maia, Santana - São Paulo - SP, 02047-000, BR","R. Tupiguaes, Santana - São Paulo - SP, 02022-040, BR",24.53,22.28,37.87,24.53,13.34,2024-03-26 18:43:00,0 days 00:13:17,7.42,"[-23.5166346, -46.6206234]","[-23.5044423, -46.6394017]",35.22577237919197,64.77422762080803,58.83284922101928,1.7902066486972148,1.4192864030858248,1.289103182256509,2.1911282545805206,0.7718418514946963,3.3059299191374665,3.0026954177897576,5.10377358490566,1.797843665768194,0.2488780365724567,0.2260498432464058,0.3842238583366871,0.1353458217642304,13.283333333333333,-23.516635,-46.620623,35
1424,Black,2024-03-26,18:32:00,3 min 31 sec,1.17 km,"Rua Maria Prestes Maia, Santana - São Paulo - SP, 02047-000, BR","Av. Zaki Narchi, Vila Guilherme - São Paulo - SP, 02049-010, BR",11.76,9.01,16.13,11.76,4.37,2024-03-26 18:32:00,0 days 00:03:31,1.17,"[-23.5166346, -46.6206234]","[-23.5112204, -46.6213271]",27.092374457532557,72.90762554246746,55.85864848109113,3.005698005698006,1.5645232815964525,1.198669623059867,2.14589800443459,0.5813747228381375,10.051282051282053,7.700854700854701,13.786324786324789,3.735042735042736,2.858184469558877,2.1898165026127114,3.920281929760603,1.0620974602017257,3.5166666666666666,-23.516635,-46.620623,35
1426,Black,2024-03-25,23:10:00,9 min 28 sec,2.67 km,"Avenida Cruzeiro do Sul, Santana - São Paulo - SP, 02030-100, BR","Rua Copacabana, Santana - São Paulo - SP, 02461-000, BR",14.47,14.47,23.1,14.47,8.63,2024-03-25 23:10:00,0 days 00:09:28,2.67,"[-23.5063098, -46.6247539]","[-23.4936282, -46.6382614]",37.35930735930736,62.64069264069264,62.64069264069264,3.545568039950062,1.0745049504950497,1.0745049504950497,1.7153465346534655,0.6408415841584159,5.419475655430712,5.419475655430712,8.651685393258427,3.232209737827716,0.5724798227567653,0.5724798227567653,0.9139104288653268,0.3414306061085615,9.466666666666667,-23.50631,-46.624754,45
1427,Black,2024-03-25,22:40:00,21 min 47 sec,13.01 km,"Praça Pereira Coutinho, Moema - Sao Paulo - SP, 04510-010, BR","Av. Cruzeiro do Sul, Canindé - São Paulo - SP, 02030-000, BR",39.3,39.3,61.03,40.3,21.73,2024-03-25 22:40:00,0 days 00:21:47,13.01,"[-23.5932556, -46.6694478]","[-23.5098856, -46.6250721]",35.60543994756677,66.03309847615925,64.39456005243322,1.674353061747374,1.5630252100840334,1.5242404654169357,2.367032967032967,0.842792501616031,3.0976172175249808,3.020753266717909,4.691006917755573,1.670253651037663,0.142201249465569,0.1386726824813118,0.2153484430492229,0.076675760567911,21.783333333333335,-23.593256,-46.669448,0
